,dataset,image,ground_truth,qari,status
1082,ahmedheakl/arocrbench_hindawi,<PIL.Image.Image image mode=RGB size=612x792 at 0x74BD8086B0D0>,"
			وكان الوفاء الزوجي أمرًا محترَمًا لدى بني إسرائيل، وكان زنا الأزواج يُعَدُّ جُرمًا
	فظيعًا فيُعاقَب مقترِفه بالقتل، وزنا المرأة، لا زنا الرجل، هو المقصود هنا؛ وذلك لاستطاعة
	الرجل أن يتزوَّج بالعدد الذي يرغب فيه من الزوجات الشرعيات وغير الشرعيات ما سمحت وسائله
	له بذلك، وما كان الرجل ليُعَدَّ مجرمًا إلا إذا زنى بفتاة مخطوبة أو بامرأة متزوجة، فهنالك
	يُقتَل.
				
			وليس زنا الأزواج هو الجُرم الوحيد الذي تحرِّمه الشريعة على مزاج بني إسرائيل الداعر،
	ففي شريعتهم تعدادٌ لدعارات عنيفة مع شدة عقوبة مَن يقترف إحداها، وتُثْبِت هذه الشدةُ
	كثرةَ المخالفات.
				
			وسِفاحُ ذوي القربى، أي الزنا بالأخت والزنا بالأم، واللواط والمساحقة ومواقَعة البهائم
	من أكثر الآثام التي كانت شائعةً بين ذلك الشعب الذي نصَّ تاسيت على شَبَق له لا يُروَى
	غليله.
				
			وأريد لدى بني إسرائيل — كما عند كل شعب ذي غُلْمَةٍ — خلطُ أفظع الملاذِّ بالطقوس
	المقدسة، وموافقة الشريعة على هذه الملاذ، فعُدَّت ضروب البغاء تكريمًا لعَشْتَروت، وعُدَّ
	الانهماك في السكر على بُسط الأزهار وتحت ظلال شجر الزيتون في الليالي الرطيبة نوعًا من
	العبادة التي لم تفتَأْ تُمارس آنئذٍ في فلسطين، على الرغم من غضب الأنبياء.
				",وكأن الموقد البروتيجي أمنا كحضرا لصلى تحي إسرايل. وكان رزنا الذر ردا ج يُنْدُ مُسما نا ظِيفَيا ضِيعَأَب مقترِّفه يَاقْتَلَ، ورَزنا الْبَقَل. فَرَدَ رَزَنا البرجَل. الموَقْتَمْور فننا؛ وَذلك لَسِبَاعة البرجَل أن يَتْرَقَع بِالصَبَدِ الْذِي يَرَغَب فِيه من الْبَرْوِجَات التَمَرَعِيات وَغَيْرَ التَمَرَعِيات ما سَكَمَت دِسَسَلَّةَ لَهِ بِنَكَلِك، وَدَما كَان البرجَل لَيْنْدَ حُسْرَما إِنَّدَ أَنْ رَفَ بِسَتَادَ كَثْلَوَرِيَة أَو إِمْرَأَة مَتَرَوَدَة، فَيْمَالَكَ يَقْتَلَ. ولَئِس رَزَنا الْزِرَوَما بِجْمِر الْجَمِرِ الْزِرِي حُسْرَهِ التَمَرَيْدِة مَعَايِّة مِراَجِب بِتَحْيِ إِسراِيلِ الرَبَع. فَنْعِي شَرَ مِجْمِرِم تَمِبَالَ لَعَاَبات عَنيِدِيَة مِعَ بَشْرَة عَمْوِيَة مِن يَقْتَرَفِ إِمْبَالِي، وَنْعَيْتِ الْبَدِهِ التَمَرَوَدَة بِمُخَالِيَات وَسِبَاحَ زَوِي الْقَرَفِ، أَيِ الْنزَنا بِالزَرَْمَتِ دَالَتِنَا يَاطَم، وَالْمَوَاْدَطَ بِالسَمَاهِيَة وَمُوَاقَعَةَ الْجِبَاَمِم من آكَرِ. الْزَزَزَامِ الْيَحِي كَانَ سَانَعَةَ بِمِنَذَ ذِلِك التَمَعِب الْيَدِي لَتْنَعَى تَا سِيَت عَمَايَتْ شَبْبَهِ لَهِ بِيَرْدَزَ غَدِيْهِ. وأَسِبَ لَدِي تَحْيِ إِسراِيلَ كَما عَمَت كَلَ شَبْب ذِي غَامَرَةَ — وَيْلَى أَفْتَعَ الْمَوَادَةِ بِالْتَقْحَوَس الْقَسَسَة. وَمُوَاقَعَةَ التَمَرَيْدِة عَامَلِهِ الْبَقَلِدِ كَمَدَعَمْا اَعْسَدَتَ رَوَت ، وَنْعَيْدَ الْبَدِهِ الْمَكَلِكِ في الْسَكَر عَامَلِيَ بِيَلِي الْزَرَدِرَ وَتَمَ,success
1083,ahmedheakl/arocrbench_hindawi,<PIL.Image.Image image mode=RGB size=612x792 at 0x74BD8088C290>,"
			الحق أننا لا نجد صفة نصف بها الحياة الفكرية في عشرينيات هذا القرن، أصدق من أنها كانت
	حياة تمهد الأرض لبناء جديد يقام عليها حين تحين الفرصة المناسبة؛ ولذلك شغل الكتاب جميعًا
	في تلك الحقبة بالتنوير عامة وبالتنوير فيما يمس الحرية العقلية والفنية والسياسية بصفة
	خاصة، وفي هذا النشاط  التمهيدي لذلك العصر يقول إبراهيم عبد القادر المازني: «قضى الحظ أن
	يكون عصرنا عصر تمهيد، وأن يشتغل أبناؤه بقطع هذه الجبال التي تسد الطريق، وبتسوية الأرض
	لمن يأتون بعدهم، ومن الذي يذكر العمال الذين سووا الأرض، ومهدوها ورصفوها، ومن الذي يُعنى
	بالبحث عن هؤلاء المجاهدين الذين أدموا أيديهم في هذه الجلاميد، وبعد أن تمهد الأرض وينتظم
	الطريق يأتي نفر من بعدنا ويسيرون فيه إلى آخره، ويقيمون على جانبيه القصور شاهقة باذخة،
	ويذكرون بقصورهم وننسى نحن الذين أتاحوا لهم أن يرفعوها شاهقة رائعة، والذين شغلوا بالتمهيد
	عن التشييد، فلندع الخلود إذن ولنسأل كم شبرًا مهدنا من الطريق» (من مقدمة «حصاد
	الهشيم»).
				", الحق أننا لا نجد صفة نصف بها الحياة الفكرية في عشرينيات هذا القرن، أصدق من أننا كانت حياة تمهد الأرض لبناء جديد يقام عليها حين تحين الفرصة المناسبة؛ ولذلك شُغل الكتاب جميعاً في تلك الحقبة بالتنوير عامة وبالتنوير فيما يمس الحرية العقلية والفنية والسياسية بصفة خاصة، وفي هذا النشاط التمهيدي لذلك العصر يقول إبراهيم عبد القادر المازوني: «فضى الحظ أن يكون عصرنا عصر تمهيد، وأن يُشتغل أبناوؤه يقطع هذه الجبال التي تسد الطريق، وبنسوية الأرض لمن يأتون بعدهم، ومن الذي يذكر العمال الذين سووا الأرض، ومهدوها ورصقوها، ومن الذي يُعيّن بالبحث عن هولاَء المجاهدين الذين أدموا ابَديهم في هذه الجلايميد، وبعد أن تمهد الأرض وينتظم الطريق يأَني نغر من بعدتنا ويسيرون فيه إلى آخره، ويقيمون على جانبيه القصور شاهقة باذخة، ويذكرون بقصورهم وبنسي نُحن الذين أتاحوا لهم أن يرفعوها شاهقة رائعة، والذين شغلو بالتمهيد عن التشديد، فلنلع الخلود إذن ولنسأَل كم شيرًا مبدنا من الطريق» (من مقدمة «حصاد ـاهشَم») ,success
1084,ahmedheakl/arocrbench_hindawi,<PIL.Image.Image image mode=RGB size=612x792 at 0x74BD808A75D0>,"جوٌّ بارد وأحداثٌ ساخنة
			كانت ليلة باردة من ليالي فبراير … والشوارع خالية، والرؤية غير
	واضحة بسبب الضباب الكثيف، ورغم ذلك فقد كان «أحمد» يرتدي ثيابه بسرعةٍ
	لمقابلة عميلٍ من عملاء رقم «صفر» في فندق «كنج إدوارد» في إحدى ضواحي
	مدينة «لندن» ليتسلَّم منه تقريرًا هامًّا أرسله معه رقم «صفر»
	…
				
			كانت الشوارع خالية قطعها «أحمد» بسرعة، ولكن قاعة الفندق كانت
	مزدحمة بالرواد الذين جاءوا لقضاء السهرة في الفندق الشهير.
				
			ولم يكن عسيرًا على «أحمد» أن يجد الأستاذ «عدنان» وسط هذا الزحام؛
	فقد كان «عدنان» من أساتذة الشياطين في تمارين ضرب النار، وكان «أحمد»
	سعيدًا لمقابلته بعد غيابٍ طويل …
				
			كان «عدنان» رجلًا في العقد الخامس من عمره يشوب وجهه الاحمرار، وكان
	يجلس في أحد أركان القاعة، وكان اللقاء حارًّا بين المعلم وتلميذه
	الشاب.
				
			تسلم «أحمد» منه التقرير وبعض الصور، وغادر الفندق إلى مقرِّ
	الشياطين في قلب «لندن»؛ لدراسة التقرير والرد عليه سريعًا كطلب رقم
	«صفر» …
				","جوُّ بارد وأحداثٌ ساخنة
كانت ليلة باردة من ليالي فبراير... والشوارع خالية، والرؤية غير واضحة بسبب الضباب الكثيف. ورغم ذلك فقد كان «أحمد» يرتدي تيابه بسرعة لمقابلة عميل من عملاء رقم «صفر» في فندق «كنج إدوارد» في إحدى ضواحي مدينة «لندن»
... ليبتسلّم منه تقريِّزًا هامًا أرسله معه رقم «صفر
كانت الشوارع خالية قطعها «أحمد» بسرعة، ولكن قاعة الفندق كانت مزدحمة بالرواد الذين جاءوا لقضاء السهرة في الفندق الشهير. ولم يكن عسيرًا على «أحمد» أن يجد الأستاذ «عدنان» وسط هذا الزحام؛ فقد كان «عدنان» من أساتذة الشياطين في تمارين ضرب النار، وكان «أحمد» سعيدًا
... لمقابلته بعد غياب طويل
كان «عدنان» رجلاً في العقد الخامس من عمره يشوب وجهه الاحمرار، وكان يجلس في أحد أركان القاعة، وكان اللقاء حارًا بين المعلم وتلميذه الشاب تسلم «أحمد» منه التقرير وبعض الصور، وغادر الفندق إلى مقرُّ الشياطين في قلب
... «لندن»؛ لدراسة التقرير والرد عليه سريعًا كطلب رقم «صفر ",success
1085,ahmedheakl/arocrbench_hindawi,<PIL.Image.Image image mode=RGB size=612x792 at 0x74BD8414F450>,"
			هكذا، في المكان الذي كان موقعه الجغرافي مؤاتيًا، كانت الحياة الزراعية المستقرة
	كافية — حتى مع غياب الأدوات والأسلحة المعدنية — لتشجيع ميلاد حضارات، بما يُكمِّلها
	من دواوين الدولة، والديانات المنظمة، والحروب المنظمة، والتجارة البعيدة المدى، وأنظمة
	الكتابة، والمعرفة المتقدمة بالرياضيات والفلك، إلا أن تطور التعدين في وديان الأنهار
	القديمة لعب بالفعل دورًا مهمًّا في تطور الحضارات المدنية، ليس فقط بتزويدها بأدوات
	وأسلحة فائقة، وإنما بتحفيز الابتكار في تقنيات النقل على الأخص، التي كانت ضرورية من
	أجل ممارَسة التجارة بين مجتمعات واقعة في مناطق جغرافية متباعِدة.
				
			بدأ تشكيل المعادن أولًا في الشرق الأوسط منذ نحو عشرة آلاف عام مع صهر شذور النحاس
	الموجودة في الطبيعة في جبال شرق تركيا وشمال سوريا وطرقها؛ فالنحاس معدنٌ رخو يسهل
	تشكيله، ومن خلال التسخين المتكرِّر لشذور النحاس في نيران الأخشاب العادية، كان يمكن
	طرقها بسهولة لتحويلها إلى أشكالٍ متعددة. في البداية، كانت الكميات الصغيرة من النحاس
	التي يمكن استخراجها من الرواسب الطبيعية تكفي فقط لصنع الخواتم والخرز والدلايات
	المستخدَمة في الزينة الشخصية، وكان للنحاس أثرٌ ضئيل في النواحي التقنية الأخرى
	والحياة الاقتصادية.
				",هكذا، في اللكان الذي كان موقعه الجغرافي مؤاتيًا، كانت الحياة الزراعية للستقرة كافية — حقًا مع غياب الأدوات والأسلحة للعدنية — لتشجيع ميلاد حضارات، بما يُكَنْلها من دواوين الدولة، والديانات للنظمة، والحروب للنظمة، والتجارة البعيدة للدي، وأنظمة الكتابة، والعرقة للتقدمة بالرياضيات والفلك، إلا أن تطور التعدين في وديان الأنبار القديمة لعب بالفعل دورًا مبدئًا في تطور الحضارات للدنية، ليس فقط بتوويدها بأدوات وأسلحة فائقة، وإنما بتحفيز الانبتكار في تقنيات النقل على الأخص، التي كانت ضرورية من أجل ممارسة التجارة بين مجتمعات واقعة في مناطق جغرافية متباعدة. بدأ تشكيل للعادن أولًا في الشرق الأوسط منذ نحو عشرة آلاف عام مع صهر شذور النحاس للوجودة في الطبيعة في جبال شرق تركيا وشمال سوريا وطرقيا؛ فالنحاس معدنٌ رخو يسهل تشكيله، ومن خلال التسخين التكرّر لشذور النحاس في نيران الأخشاب العادية، كان يمكن طرقيا بسهولة لتحويلها إلى أشكال متعددة. في البداية، كانت الكميات الصغيرة من النحاس التي يمكن استخراجها من الرواسب الطبيعية تكثي فقط لصنع الخواتم والخرز والدلايات المستخدّمة في الزينة الشخصية، وكان للنحاس أثرٌ ضئيل في التواحي التقنية. الأخرى والحياة الاقتصادية,success
1086,ahmedheakl/arocrbench_hindawi,<PIL.Image.Image image mode=RGB size=612x792 at 0x74BD84144C10>,"
			– اسمع يا أبي، اسمع ما يقوله ملك العفاريت: أحبك، أحبك ويسحرني وجهك الفاتن وشكلك البديع، تعال معي تعال معي تعال، ولا تكن الولد العنيد! وإذا لم تطعني فسوف أستخدم معك قوتي وبأسي
	الشديد، آه!
				
			إنه يمد يده إليَّ ويمسك بخناقي بيدٍ من حديد. آه! أنقذني يا أبي، أحس في صدري وجنبي
	بالألم الشديد.
				
			والأب أيضًا أحس بالألم الشديد وداهمه الرعب المخيف، ضرب بعصاه الحمار العجوز الذي لم يكف
	عن لكزه طول الطريق، لف ذراعه حول الجسد الواهن المحترق وشده إلى صدره ليحميه من البرد
	والضباب والريح، ما هي إلا خطوات حتى لاح المبنى الأبيض كالوجه الطيب من بعيد.
				
			وعندما وصل إلى البوابة الضخمة نزل من على الحمار الذي ربطه إلى حديد السور، وانطلق يجري
	إلى الداخل ليسلم الولد للطبيب.
				(٢) لورا لاي
			لا لست أدري ما الذي جرى لي، ولا لماذا تتملك قلبي الأحزان؛ لأن هذه الحكاية من سالف
	العصر والأوان، لا تريد أبدًا أبدًا أن تغيب عن بالي.
				",اسمع يا أبي، اسمع ما يقوله ملك العفاريت: أحيك، أحيك ويسحرني وجهك الفاتن وشكلك – البديع، تعال معي تعال معي تعال، ولا نكن الولد العنيدي! وإذا لم تطعني فسوف استخدم امعك قوتي ويأسي الشديد. آه إنه يمد يده إلي؛ ويمسك بخناقي بيد من حديد. آه! أنقذني يا أبي، أحس في صدري وجثني بالألم الشديد. والأب أيضا أحس بالأنم الشديد وداهمه الرعب المخيف، ضرب يعصاه الحمار العجوز الذي لم يكف عن كزه طول الطريق، لف ذراعه حول الجسد الواهن المحترق وشده إلى صدره ليحميه من البرد والضباب والريح، ما هي إلا خطوات حتى لاح المينى الأبيض كالوجه الطيب. من يعيد وعندما وصل إلى البوابة الضخمة نزل من على الحمار الذي ربطه إلى حديد السور، وانطلق بيجري إلى الداخل ليسلم الولد للطبيب لورا لاي (٦) لا لست أدي ما الذي جرى لي، ولا لماذا تتملك قلبي الأحزان؛ لأنّ هذه الحكاية من سالف العصر والأوان، لا تريد أبدًا أبدًا أن تغيب عن بالي ,success
1087,ahmedheakl/arocrbench_hindawi,<PIL.Image.Image image mode=RGB size=612x792 at 0x74BD8C7B2790>,"
			ثم من الذي يستطيع أن ينكر أن في أدبنا العربي القصصي جمالًا ليس أقل من جمال
	الإلياذة والأودسا؟ وليس ذنب الأدب العربي ألا يقرأه الناس ولا يعرفوه.
				
			أي الأدباء عنى بقصص أبي زيد وعنترة، وما إليه من الأقاصيص الكثيرة التي تغنى بها
	العامة؟
				
			أيكم يدرسه فهو مضطر إلى أن يعترف أن للأدب العربي من هذا الجمال الفني الرائع ما لا
	يقل عن الإلياذة والأودسا.
				
			فليقرأ أدباؤنا أولًا، وأنا واثق أن هذا الأدب الذي ندعه لقهوات العامة ونزدريه،
	سيحدث في أدبنا العربي نهضة واسعة المدى.
				مكانة النثر من الأدب العربي
			كان بعض الذين يُعنَون بالأدب العربي ويدرسونه في المدارس الرسمية لا يتحرجون أن
	يقولوا إنه فقير لا حظ له من النثر، فأما النثر الفني الرائع الذي نجده عند الفرنسيين
	والإنجليز فليس للأدب العربي حظ منه.
				
			ولست أستطيع أن أصف هذا القول بأقل من أنه كلام من لم يقرأ الأدب العربي، فأما الذين
	يقرءون الجاحظ، وابن المقفع، وأبا حيان، وابن العميد، والصاحب بن عباد، والهمذاني،
	ويلتمسون معرفة الفنون المختلفة التي تعرضوا لها، فسيرون أنها ليست شيئًا ضيقًا محصورًا
	في بعض الكتب والرسائل، إنما هي شيء خصب غزير.
				",ثم من الذي يستطيع أن ينكر أن في أدبا العربي القصصي جمالًا ليس أقل من جمال الإلياذاة والأودسا؟ وليس ذنب الأدب العربي ألا يقرأه الناس ولا يعرفوه أي الأدباء عنى بقصص أبي زيد وعمتيرة، وما إليه من الأقاصيص الكثيرة التي تغث بها العامة؟ أيكم يدرسه فهو مضطر إلى أن يعترف أن للأدب العربي من هذا الجمال الفني الرائع ما لا يقل عن الإلياذاة والأودسا فليقرأ أبداونا أولًا، وأنا وائئ أن هذا الأدب الذي ندعه لقهوات العامة ونزديه، سيحدث في أدبنا العربي نبضة واسعة المدى مكانة الثر من الأدب العربي كان بعض الذين يعْنون بالأدب العربي ويدرسونه في المدارس الرسمية لا يخرجون أن يقولوا إنه فقير لا حظ له من الثر، فأما الثر الفني الرائع الذي نجده عند الفرنسيين والإنجليز فليس للأدب العربي حظ منه ولست أستطيع أن أسفن هذا القول بأقل من أنه كلام من لم يقرأ الأدب العربي، فأما الذين يقرءون الجاحظ، وابن المتقنع، وأبا حيابان، وابن العميد، والصاحب بن عباد، والهمداني، وينتمسون معرفة الفنون المختلفة التي تعرضوا ها، فسيرون أنها ليست شيئًا ضيبًا محصورًا في بعض الكتب والرسائل، إلما هي شيء خصب غزير ,success
1088,ahmedheakl/arocrbench_hindawi,<PIL.Image.Image image mode=RGB size=612x792 at 0x74BD84152E50>,"
			هذا ومن الحق أن نسجل لتوفيق الحكيم ما قرره هو نفسه من مرونة طبعه وقدرته على التكيف، في
	مقال له بعنوان «الحياة هدف وإرادة»، المنشور في أحد كُتبه الأخيرة وهو كتاب «أدب الحياة»،
	وهذه القدرة على التكيف هي التي مكَّنته من أن يتطور بفنه نحو الحياة التي يعيشها مجتمعه
	ويحاول أن يساهم في تطويرها، فنتج عن ذلك اتجاهه الأخير الذي سميناه الاتجاه نحو المسرح
	الهادف.
				",هذا ومن الحق أن نسجل لتوقيق الحكيم ما قرره هو نفسه من مرونة طيمه وقدرته على التكيف، في مقال له يعنوان «الحياة هندف وإرادة»، المنشور في أحد كُتّيه الأخيرة وهو كتاب «أدب الحياة»، وهذه القدرة على التكيف هي التي مكنته من أن يتطور بفده نحو الحياة التي يعيشها مجتمعه ويحاول أن يساهم في تطويرها، فلتتج عن ذلك اتجاهه الأخير الذي سميدها الاتجاه نحو المسرح الهادف. ,success
1089,ahmedheakl/arocrbench_hindawi,<PIL.Image.Image image mode=RGB size=612x792 at 0x74BD8084D5D0>,"	النهاية بالصفقة. وفي هذا — كما قلنا — ما يوحي بالثقة في الشعب وبقدرته على هزيمة	الإقطاعيين رغم الأوهام المترسبة في نفوس هؤلاء الفلاحين، وبالرغم من الطابع الكاريكاتيري	الذي يبدو في بعض أحداث هذه المسرحية، فإنها مع ذلك تبدو مسرحية إيجابية مستندة إلى فلسفة	اجتماعية خيِّرة مؤيدة لفلسفة حياتنا الجديدة أو كما قلنا صدى لهذه الحياة.				•••
			وفي رأينا أن خير ما كتب توفيق الحكيم من نقد واقعي لحياتنا ومجتمعنا قبل ثورة ٢٣ يوليو
	سنة ١٩٥٢ لا نجده في مسرحياته، وإنما نجده في ذكرياته التي سجلها عن فترة عمله وكيلًا
	للنائب العام في القضاء الأهلي في طنطا ودسوق ودكرنس وغيرها، وقد صاغها في قالب قصصي
	استعراضي حتى في كتابه «يوميات نائب في الأرياف» حيث يصور المظالم التي كانت شائعة في
	بيئاتنا الريفية، ثم في كتابه «ذكريات في الفن والقضاء» الذي نشره في سلسلة «اقرأ» عام
	١٩٥٣، وهو يُعتبر  استمرارًا ﻟ «يوميات نائب في الأرياف»، وتصور «ذكريات في الفن والقضاء»
	نفس المفاسد والمظالم أو شبيهًا لها. وتأتي قيمة هذين الكتابين من أنهما يُعتبران تصويرًا
	على الطبيعة، وتنبع قيمة هذين الكتابين الفنية من براعة الحكيم في استخدام الحوار فيهما
	والاعتماد عليه اعتمادًا كبيرًا، ثم من روح السخرية والتهكم والإشفاق المغلف بالابتسام في
	تصوير تلك المشاهد المحزنة.
				",النهاية بالصفقة. وفي هذا – كما قلنا – ما يوحي بالثقة في الشعب ويقدرته على هزيمة الإقطاعيين رغم الأوهام المترسبة في نفوس هؤلاء الفلاحين، وبالرغم من التابع الكاريكاتيري الذي يبدو في بعض أحداث هذه المسرحية، فإنها مع ذلك تبدو مسرحية إيجابية مستندة إلى فلسفة اجتماعية خيّرة مؤيدة لفلسفة حياتنا الجديدة أو كما قلنا صدى لهذه الحياة. ￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼�,success
1090,ahmedheakl/arocrbench_hindawi,<PIL.Image.Image image mode=RGB size=612x792 at 0x74BD8C173A10>,"صلة ابن المقفع بالثقافة اليونانية
			هذه الفكرة التي يُعنَى الناس بها الآن لم يبتدعها ابن المقفع، بل هي أثر من آثار
	الثقافة اليونانية، فقبل ابن المقفع بقرنين نشر «جوستنيانوس» قانونه، وهو مجموعة
	القوانين الرومانية.
				عود إلى التلخيص
			ثم ينتقل إلى الشام فيطلب إلى الخليفة أن يحتاط في سياسته، ويطلب إليه أن يشتد عليهم
	في عدل، فيخصص لهم فَيْئَهُمْ، وينتقل بعد ذلك إلى آراء تشبه هذه، أكتفي بالأخير منها،
	وهو أنه يطلب إلى أمير المؤمنين أن يعين في الأمصار جماعة من الخاصة، يكون أمرهم تأديب
	العامة ومراقبة أعمالهم؛ فإن العامة لا تصلح بنفسها إلا إذا وجدت مؤدبين من الخاصة،
	والخاصة لا تستطيع أن تعيش إلا إذا كان لها من الإمام مؤدب.
				
			وهذه الفكرة تدل على اتصال ابن المقفع بثقافة اليونان؛ إذ كان ذلك معروفًا شائعًا عند
	اليونان، وهي وظيفة المحتسب الذي يُعهَد إليه مراقبة العامة في أنديتهم ومجالسهم
	وأسواقهم.
				","صلة ابن المقفع بالثقافة اليونانية
هذه الفكرة التي يُعتّى الناس بها الآن لم يبتدعها ابن المقفع، بل هي أثر من آثار الثقافة اليونانية، فقبل ابن المقفع بقرنين نشر «جوستنيانوس» قانونه، وهو مجموعة القوانين الرومانية.
عود إلى التلخيص
ثم ينتقل إلى الشام فيطلب إلى الخليفة أن يحتاط في سياسته، ويطلب إليه أن يشتد عليهم في عدل، فيخصص لهم قَيْبَتْهم، وينتقل بعد ذلك إلى آراء تشبه هذه، أكتفي بالأخبار منها، وهو أنه يطلب إلى أمير المؤمنين أن يعيين في الأمصار جماعة من الخاصة، يكون أمرهم تأديب العامة ومراقبة أعمالهم؛ فإن العامة لا تصلح بنفسها إلا إذا وجدت مؤديبين من الخاصة، والخاصة لا تستطيع أن تعيش إلا إذا كان لها من الإمام مؤدب.
وهذه الفكرة تدل على اتصال ابن المقفع بثقافة اليونان؛ إذ كان ذلك معروفًا شائعًا عند اليونان، وهي وظيفة المحتمب الذي يُعيّد إليه مراقبة العامة في أنديتهم ومجالسهم وأسواقهم. ",success
1091,ahmedheakl/arocrbench_hindawi,<PIL.Image.Image image mode=RGB size=612x792 at 0x74BD84176DD0>,"الكواكب العملاقة
			ومن المتعارف عليه أن حجم أي كوكب عملاق يقاس بدءًا من قمة سُحُبه، وتوجد هذه السحب في
	طبقة التروبوسفير الخاصة بالكوكب، والتي يعلوها طبقات شفافة ذات كثافة تتناقص باستمرار، وهي
	قابلة للتصنيف بنفس الطريقة التي يتم بها التعامل مع الغلاف الجوي لكوكب الأرض. وقاعدة طبقة
	التروبوسفير في الكوكب العملاق يصعب تحديدها، ولم يتم استكشافها قط حتى في حالة كوكب
	المشتري؛ إذ إنه في  عام ١٩٩٥ وصل مسبار أطلقته مركبة
	الفضاء «جاليليو» إلى عمق ١٦٠ كيلومترًا أسفل قمم السحب قبل أن يحطمه الضغط (ضغط ٢٢ غلافًا
	جويًّا معًا)، ودرجة الحرارة (١٥٣ درجة مئوية). الأرجح أن طبقة التروبوسفير في الكوكب
	العملاق تندمج بإحكام مع الجزء الداخلي المائع في درجات حرارة وضغوط مرتفعة جدًّا، لدرجة لا
	يمكن التمييز عندها بين الغاز والمائع. وبالتأكيد ليس هناك سطح صلب استطاع أن يقف عليه
	إنسان قط.
				(١) باطن الكواكب العملاقة",   ومن المتعارق عليه أن حجمه أي كوكب عملاق يقاس بدءًا من قمة شحبه، وتوجد هذه السحب في طبقة التروبوسفير الخاصة بالكوكب، والتي بعلوها طبقات شفافة ذات كثافة تتنافص باستمرار، وهي قابلة للتصنيع بد نفس الطريقة التي بنم بها التعامل مع العلاَق الجوي لكوكب الأرض. وقاعدة طبقة التروبوسفير في الكوكب العملاق يصعب تحديدها، ولم يتم استكشافها فقط حتى في حالة كوكب المشتري؛ إذ إنه في عام 1990 وصل مسبار أطلقته مركبة الفضاء «jalalbilo» إلى عمق 13 كيلومترًا أسفل قمة السحب قبل أن يحظمه الضغط (ضغط 22 غلافًا جويًا ممّا)، ودرجة الحرارة (104 درجة مئوية). الأُرجح أن طبقة التروبوسفير في الكوكب العملاق نندمج بإحكام مع الجزء الداخلي المانع في درجات حرارة وضغوط مرتفعة جدًا، لدرجة لا يمكن التمييز عندها بين الغاز والمائع. وبالتأكيد ليس هناك سطح صلب استطاع أن يبقق عليه إنسان قط باطن الكواكب العملاقة (1) ,success
