,dataset,image,ground_truth,qari2,status
1054,ahmedheakl/arocrbench_hindawi,<PIL.Image.Image image mode=RGB size=612x792 at 0x775531F2D790>,"
			قبل حدوث تحول الزراعة، حين وجد مجموعة من الصيادين وجامعي الثمار الرحَّالة أنفسهم
	في ظروف معيشية مُواتية، وبدأ عددهم يزيد بحيث لم يعُد مجرد بضع عشرات، كان الأخذ
	بأنماط التقاسم والتعاون العادية سيصير غير عملي أكثر فأكثر، وكان الناس سينزعون
	للانقسام إلى فصائل، وكان النزاع بين الفصائل المختلفة سيصبح أكثر تشعبًا وتكرارًا. في
	نهاية المطاف، مالت هذه الجماعات البدوية العظيمة الحجم للانقسام إلى مجموعتين أو أكثر،
	وذهبت كلٌّ منها في سبيلها. وهذا مثال على عملية «الانقسام» التي تقع من وقت لآخر في
	المجتمع الانقسامي الاندماجي المعهود لدى البشر وغيرهم من الرئيسيات. كان نمط الحياة
	البدوي يجعل الانتقال إلى أراضٍ جديدة أمرًا سهلًا وطبيعيًّا بالنسبة إلى الجماعات،
	وكانت عملية الانقسام تجعل حجم جماعات الصيد وجمع الثمار صغيرًا نسبيًّا؛ مما سهَّل
	الحفاظ على التضامن ويسَّر التعاون بين أفراد الجماعة.
				",قبل حدوث تحول الزراعة. حين وجد مجموعة من الصيادين وجامعي الثّمار الرِّخالة أنفسهم في ظروف معيشية قُواتية. وبدأ عددهم يزيد بحيث لم يقد مجرد بضع عشرات. كان الأخذ بأنماط التقاسم والتعاون العادية سيصيرغير عملي أكثر فأكثر. وكان الناس سينزعون للانقسام إلى فصائل. وكان النزاع بين الفصائل المختلفة سيصبح أكثر تشعَبًا وتكرازًا. في نهاية المطاف. مالت هذه الجماعات البدوية العظيمة الحجم للانقسام إلى مجموعتين أو أكثر. وذهبت كلٌّ منها في سبيلها. وهذا مثال على عملية «الانقسام» التي تقع من وقت لآخر في المجتمع الانقسامي الاندماجي المعمهود لدى البشر وغيرهم من الرئيسيات. كان نمط الحياة البدوي يجعل الانتقال إلى أراض جديدة أمرًا سملًا وطبيعيًا بالنسبة إلى الجماعات. وكانت عملية الانقسام تجعل حجم جماعات الصيد وجمع الثّمار صغيرًا نسبيًّا؛ مما سقّل الحفاظ على التضامن. وينشّر التعاون بين أفراد الجماعة ,success
1055,ahmedheakl/arocrbench_hindawi,<PIL.Image.Image image mode=RGB size=612x792 at 0x775550EA5DD0>,"
			ولاحظ «أحمد» أسلوب التمويه في المباني … وكان يُحاول تذكُّر كل شيء
	بدقةٍ؛ لأنه سيحتاج إلى هذه المعلومات فيما بعد … ودخلا غرفةً طلب منه
	المدير الانتظار فيها … بينما دخل المدير إلى غرفةٍ أخرى مُلحقة بها
	…
				
			ولم يحاول «أحمد» أن يقوم بأي أعمالٍ تُثير الشك فيه … فعندما أخذ
	يُراقب ما في الغرفة لاحظ وجود ساعة حائط من نوعٍ خاص يعرفه «أحمد» أن
	بها كاميرا «فيديو»، تُظهر صورته في غرفة مُراقبة …
				
			بعد دقائق عاد المدير ومعه رجلٌ آخر يرتدي معطفًا أبيض وجلسا أمام
	«أحمد»، وتكلَّم الرجل ذو المعطف الأبيض قائلًا:
				
			إن عملك معنا يُسعدنا جدًّا خاصة بعد الكلام الذي قاله عنك المدير …
	ستعمل هنا في مشروعٍ ذري جديد … وقد قرَّرْنا اختيارك بعد أن أثبتَّ
	جدارتك في الأيام التي عملتَ فيها معنا … ستكون مساعدًا للدكتور
	«فوجل»، وهو من أبرز علمائنا … إنه يمر بأزمةٍ صحيةٍ خفيفة ويحتاج إلى
	مساعدٍ كفء … وسيسعد كثيرًا بالعمل معك …
				",ولاحظ «أحمد» أسلوب النمويه في المباني... وَكان يُحاول تذكُّر كل شيء بدقية؛ لأنه سيحتاج إلى هذه المعلومات فيما بعد... ودخلا غرفةً طلب منه... المدير الانتظار فيها... بينما دخل المدير إلى غرفةٍ أُخرى مُلحقة بها ولم يحاول «أحمد» أن يقوم بأي أعماليٍ تُثير الشك فيه... فعندما أُخذ يُراقب ما في الغرفة لاحظ وجود ساعة حائط من نوعٍ خاص يعرفه «أحمد» أن بها كامبرا... «فيديو»، تُظهر صورته في غرفةٍ مُراقية بعد دقائق عاد المدير ومعه رجلٌ آخر يرتدى معطفًا أبيض وجلسا أمام «أحمد»، وتكلَّم الرجل ذو المعطف الأَبيض قائلاً إن عملك معنا يُسعدنا جدًّا خاصة بعد الكلام الذي قاله عنك المدير... ستعمل هنا في مشروعٍ ذرى جديد... وقد قَرَّرنا اختيارك بعد أن أُبتِّسَّ جدارتك في الأَيام التي عملتَ فيها معنا... ستكون مساعدًا للدكتور «فوجل»، وهو من أبرز علمائنا... إنه يمر بأزمةٍ صحيةٍ خفيفة ويحتاج إلى مساعدٍ كفء... ويسيسعد كثيرًا... بالعمل معك ,success
1056,ahmedheakl/arocrbench_hindawi,<PIL.Image.Image image mode=RGB size=612x792 at 0x775524DD6350>,"تقنية المعلومات الرقميةليست قدرة الإنسان على التعلم بأكثر صفاته بشريةً؛ إذ يتشارك فيها مع عدة أنواع أخرى،
	وإنما أكثر ما يميزه كبشرٍ قدرته على تعليم وتخزين ما ابتكره الآخرون وعلَّموه
	إياه.
			في عام ١٨٢٢م صمَّم عالم الرياضيات والمهندس والمخترع البريطاني تشارلز بابيج آلةً يمكنها
	أداء حسابات لوغاريتمية ومثلَّثية معقَّدة استخدمها بحَّارة ومُهندسون وعلماء، وكانت الآلة
	قادرة على فعل هذا دون احتمالية وقوع خطأ. أسمى بابيج اختراعه محرك فرق، وقد صُنع بالكامل
	من آلياتٍ دقيقة، بآلاف العجلات وأعمدة التدوير والتروس لكن من دون أجزاء كهربائية. والسبب
	بسيط؛ إذ ستمضي سنوات قبل أن ينجح مايكل فاراداي وآخرون في صنع أول محركات كهربائية. حتى
	ذاك الوقت لم يكن مُتاحًا مصدرٌ ميسور التكلفة ومضمونٌ للطاقة الكهربائية، ولم يكن قد
	اختُرع بعدُ أيٌّ من المرحلات والصمامات المفرغة وسائر المكوِّنات الكهربائية اللازمة لصنع
	حاسب إلكتروني. 
				",تقنية المعلومات الرقمية ليست قدرة الإنسان على التعلم بأكثر صفاته بشريةً؛ إذ يتنشارك فيها مع عدة أنواع أخرى، وإنما أكثر ما يميزه كبشرٍ قدرته على تعليم وتخزين ما ابتكره الآخرون وعاءموه إياه. ٨٣٣ ام صمدم عالم الرياضيات والمهندس والمختبر البريطاني تشارلز بابيج آلةً يمكنها أداء حسابات لوغاريتمية ومثلائثية معقدة استخدمها بحارة ومُهندسون وعلماء، وكانت الآلة قادرة على فعل هذا دون احتمالية وقوع خطأً. أسمى بابيج اختراعه محرك فرق، وقد ضنع بالكامل من آياب دقيقة، بآلاف العجلات وأعمدة التدوير والتروس لكن من دون أجزاء كهربائية. والسبب بسبط؛ إذ ستمضي سنوات قبل أن بنجح مابكل فاراداي وأخرون في صنع أول محركات كهربائية. حتى ذاك الوقت لم يكن مُتاحًا مصدرٌ ميسور النكلفة ومضمونٌ للطاقة الكهربائية، ولم يكن قد اخْتُرع بعَدٍّ أي؟ من المرحلات والصمامات المفرغة وسائر المكونات الكهربائية اللازمة لصنع حاسب إلكتروني ,success
1057,ahmedheakl/arocrbench_hindawi,<PIL.Image.Image image mode=RGB size=612x792 at 0x775531F9FD90>,"
			وأحداث التاريخ سلسلة من الضغط على اختلاف الأشكال ومحاولة النفس تحررها من الضغط
	والأغلال غير العاقلة، وهي دائمًا في خطوات إلى الأمام نحو تحقيق هذه الغاية.
				
			ومن الخطأ في نظري تفسير كل شيء بالمادة وإهمال الروح، والقول بأن الإنسان مسير بجيبه لا
	بروحه، إن النظر إلى المادة وحدها جعل الغرض المنشود هو القوة المادية بالمال وبالقوة
	الحربية، فماذا كانت نتيجة ذلك؟ نتيجته صراخ الأرض حتى ضجت من صراخها السماء، وتلوين
	الخرائط بمالك ومستعمر، واستعباد أكثر الإنسانية لأقلها، ولذة الأقلين بألم الأكثرين، إن
	الأمم ظلت تتسابق في القوة المادية حتى ضاعت حكمة حكيمها، وفلسفة فيلسوفها، وعميت عن الغاية
	من القوة، واتخذتها غاية لا وسيلة، حتى ذهب عن الأرض سلمها وجمالها؛ وفي التاريخ ما يرشدنا
	إلى أن القوة المادية كالقوة العسكرية تنتهي دائمًا بتحطم نفسها، كان كذلك اليونان
	والرومان، والقرطاجينيون، ومن أتى بعدهم إلى اليوم.
				",وأحداث التاريخ سلسلة من الضغط على اختلاف الأشكال ومحاولة النفس تحررها من الضغط والأغلال غير العاقلة، وهي دائمًا في خطوات إلى الأمام. نحو تحقيق هذه الغاية ومن الخطأ في نظري تفسير كل شيء بالمادة وإهمال الروح، والقول بأن الإنسان مسير بجيبه لا بروحه، إن النظر إلى المادة وحدها جعل الغرض المنشود هو القوة المادية بالمال وبالقوة الحربية، فماذا كانت نتيجة ذلك؟ نتيجته صراخ الأرض حتى ضجت من صراخها السماء، وتلوين الخرائط بمالك ومستعمر، واستعباد أكثر الإنسانية لأقلها، ولذة الأقلين بألم الأكثرين، إن الأمم ظلت تتسابق في القوة المادية حتى ضاعت حكمة حكيمها، وفلسفة فيلسوفها، وعميت عن الغاية من القوة، واتخذتها غاية لا وسيلة، حتى ذهب عن الأرض سلمها وجمالها؛ وفي التاريخ ما يرشدنا إلى أن القوة المادية كالقوة العسكرية تنتهي دائمًا بتحطم نفسها، كان كذلك اليونان والرومان، والقرطاجينيون، ومن أنى بعدهم إلى اليوم. ,success
1058,ahmedheakl/arocrbench_hindawi,<PIL.Image.Image image mode=RGB size=612x792 at 0x775524DD6A10>,"
			ردَّ «محب»: شاهدتها تسقط من الزعيم الأزرق أثناء إطلاق الديناميت فأسرعتُ
	بالتقاطها.
				",ردُّ «محب»: شاهدتها تسقط من الزعيم الأَزِيق أَثناء إطلاق الديناميت فأسرعتُ.بالتقاطها,success
1059,ahmedheakl/arocrbench_hindawi,<PIL.Image.Image image mode=RGB size=612x792 at 0x775531F2E590>,"
			إن ما نسميه ﺑ «السياسة» إن هو إلا خطة للعمل في هذا الميدان أو ذاك، نرسمها لنقوم
	بتنفيذها ابتغاء تغيير الواقع بواقع آخر أفضل منه فهي دائمًا «فكرة» يراد لها أن تهدي
	السائرين في طريق التنفيذ، فلو أصررنا على أن الواقع الاقتصادي أولًا فالفكر ثانيًا، نتج عن
	ذلك حتمًا أن تنتفي «السياسة» ويبطل أثرها، ويصبح محالًا على قوم أن يغيروا ما بهم حتى وإن
	غيروا ما بأنفسهم؛ أعني أنه يكون محالًا عليهم أن يغيروا واقعهم حتى وإن تغيرت أفكارهم،
	والواقع المشهود صارخ بما في ذلك من بطلان.
				
			لقد يختلف الدارسون لماركس في فهم ما يريده بالنسبة إلى العلاقة بين الفكر من جهة والواقع
	من جهة أخرى، أهو من الفلاسفة الواحديين الذين يردون كل شيءٍ إلى أصل واحد (والأصل الواحد في
	هذه الحالة هو المادة) أم هو من الفلاسفة الثنائيين الذين يردون الأشياء إلى أصلين، هما
	المادة والعقل معًا، فلو كان ماركس من الفريق الأول صراحة، لكانت ظواهر العقل كلها في رأيه
	فروعًا تتفرع عن أصل مادي، ولو كان من الفريق الثاني صراحة، لكان العقل (أو الروح) والمادة
	عنده أصلين متساويين في درجة الأصالة، لا يتفرع أحدهما عن الآخر.
				",إن نسميه بـ «السياسة» إن هو إلا خطة للعمل في هذا الميدان أو ذاك، نرسمها لنقوم بتنفيذها ابْتِمَاء تغيير الواقع بواقع أخِر أفضَل منه فهي دائمًا «فكرة» يراد لها أن تهدي السادِرين في طريق التنفيذ، فَلَو أُصرِردا على أن الواقع الاقتصادي أوَلَّا فالفكر ثانِيًا، نتج عن ذلك حتَّى أن تتنفي «السياسة» ويُبطل أثرها، ويصبح محالًا على قوم أن يخبروا ما بِهم حتى وإن عبروا ما بأنفسهم؛ أعني أنه يكون محالًا عليهم أن يخبروا واقعهم حتى وإن تخيرت أفكارهم، والواقع المشهود صارخ بما في ذلك من بطلاً لقد يختلف الدارسون لماركس في فهم ما يريده بالنسبة إلى العلاقة بين الفكر من جهة والواقع من جهة أخرى، أهم من الفلاسفة الواحدين الذين يردون كل شيءٍ إلى أصل واحد (والأصل الواحد في هذه الحالة هو المادة) أم هو من الفلاسفة التدابُّين الذين يردون الأشياء إلى أصلين، هما المادة والعقل ممَّا، فَلَو كان ماركس من الفريق الأول صراحة، كانت ظواهر العقل كلها في رأيه فروعًا تتفرع عن أصل مادي، ولو كان من الفريق الثاني صراحة، لكان العقل (أو الروح) والمادة عنده أصلين متساوِيين في درجة الأصالة، لا يتفرع أحدهما عن الآخر. ,success
1060,ahmedheakl/arocrbench_hindawi,<PIL.Image.Image image mode=RGB size=612x792 at 0x775534799190>,"
			ومرةً أخرى تداولَته الحجارة، وانهال عليه المسلمون والعرب والوطنيون
	بسهام الحق يردُّونه عن قوم يكنُّون لهم الاحترام والتوقير.
				
			ويُحاوِل الثور المذءوب أن يلجأ إلى حرية الرأي، وإلى أن كل إنسانٍ
	ينبغي أن يتمكَّن من إبداء رأيه مهما يكن شأنُ هذا الرأي. وهو قول حق،
	ولكنه يستر عند هذا الرجل بالذات باطلًا فادحًا؛ فأولئك الذين يجرح
	مشاعرهم بهذه الوحشية ويسُبُّ لهم أعلام دينهم لا يستطيعون أن يمنحوا
	أنفسهم الحرية في مهاجمة ما يقدِّسه هو وأمثاله من الذين يحاولون أن
	يُحطِّموا المساجد وأشياخها على رءوس مرتاديها ومريديهم؛ لأن ديننا
	ينهانا أن نُثير الفتن بين الناس، والفتنة عندنا أشد من القتل، بينما
	هي عند الثور المذءوب هدفُ حياة ونشيدةُ عمر وهب نفسه لها لا يريم عنها
	ولا ينثني.
				
			وبلغَت به الوقاحة أن هاجم القرآن نفسه، وحاول أن يرُدَّ آياته إلى
	عصورٍ سابقة عليه، وحاول أن يُفسِّرها وهو أبعدُ ما يكون عن دراسة
	أعماقها أو لغتها أو مفاهيمها أو أسباب نزولها.
				",ومرةً أخرى تداولَته الحجارة. وانغال عليه المسلمون والعرب والوطنيون بسهام الحق بِدُّونِه عن قوم يخُذُون لهم الاحترام والنوّقير.ويُحاول الثور المذعوب أن يلجأ إلى حربة الرأي، وإلى أن كل إنسانٍ ينبغي أن ينمحِّن من إبداء رأبه مهما بِكنَ شئُّ هذا الرأي. وهو قول حق، ولخنه يستَرَ عند هذا الرجل بالذات باطِلَ فَادخًا؛ فَأولئِكَ الذين يجرح مشاعرهم بهذه الوحشية وبشُبٍّ لهم أعلام دينهم ه يستطيعون أن يمنحوا أنفسهم الحرية في مهاجمة ما يقدِّسِه هو وأمثَاله من الذِين يحاولون أن يُحطِّموا المساجد وأشباخها على رءوس مراتديها ومربدهم؛ لأَن دبننا بنغانا أن تُثير الفتن بين الناس، والفتنَة عندنا أشد من القتل، بينما هي عند الثور المذعوب هدفٌ حياة ونشيدُّ عمر وهب نفسه لها ه يريم عنها وِه يثني.وبلغت به الوقاحة أن هاجم القرآن نفسه. وحاول أن يُدِّ نباته إلى عصورٍ سابقة عليه. وحاول أن يُفسِّرها وهو أبعدُ ما يكون عن دراسة أعماقها أو لغتها أو مفاهيمها أو أسباب نزولها.,success
1061,ahmedheakl/arocrbench_hindawi,<PIL.Image.Image image mode=RGB size=612x792 at 0x77555E14ACD0>,"
			وعاد «تختخ» مُسرعًا إلى المعسكر … ولاحظ بدهشةٍ أن «زنجر» بقي مكانه في الظل … ولكنه —
	مرةً أخرى — لم يهتم.
				
			عندما وصل إلى المعسكر وجد المغامرِينَ الأربعة يقطعون المسافة بين البئر والمقطورة
	باحثِينَ مدقِّقِينَ في الأرض برغم الشمس الحامية … والريح … وكان العمال يقومون بعملهم،
	ولم يكن هناك أثرٌ للمهندس «رضوان» ولا «كوكس» ولا «ماكلاجلن» … وتقدم «تختخ» إليهم قائلًا:
	ألم تعثروا على الخريطة بعد؟
				
			عاطف: لقد عثرنا عليها ولكننا الآن نبحث عن البترول.
				
			وضحك «تختخ» وقال: إنكم تتَّبعون وسائل قديمة في البحث … لقد عثرتُ عليها بمجرد
	الاستنتاج.
				
			وأسرع الأربعة إلى «تختخ» الذي روى لهم ما حدث مع «زنجر»، فانهالت الأسئلة والتعليقات من
	كل جانبٍ … لماذا فعل «زنجر» هذا؟ هل يريد أن يُقدِّم لنا لغزًا من إنتاجه؟ لا بد من معاقبة
	هذا الكلب على ما فعل.
				",وعاد «تختخ» مُسرعًا إلى المعسكر... ولاحظ بدهشةً أن «زنجر» بقى مكانه في الظل.... ولكنه — مرةً أخرى — لم يهتم عندما وصل إلى المعسكر وجد المغامرينَ الأربعة يقطعون المسافة بين البئر والمقطورة باحثينَ مديِّينَ في الأرض برغم الشمس الحامية... والريح... وكان العمال يقومون بعملهم، ولم يكن هناك أثرٌ للمهندس «رضوان» ولا «كوكس» ولا «ماكلاجلن»... وتقدم «تختخ» إليهم قائلًا: ألم تمتروا على الخريطة بعد؟.عاطف: لقد عثرنا عليها ولكننا الآن نبحث عن البترول. وضحك «تختخ» وقال: إنكم تثبُّعون وسائل قديمة في البحث... لقد عثرتُّ عليها بمجرد الاستنتاج وأسرع الأربعة إلى «تختخ» الذي روى لهم ما حدث مع «زنجر»، فانهالت الأسئلة والتعليقات من كل جانب... لماذاً فعل «زنجر»؟ هذا؟ هلُ يريد أن يُتَّمِمَ لدا لخزًّا من إنتاجه؟ لا بد من معاقبة هذا الكلب على ما فعل ,success
1062,ahmedheakl/arocrbench_hindawi,<PIL.Image.Image image mode=RGB size=612x792 at 0x775531F2C490>,"
			شاعر وقاص وكاتب مسرحي نمسوي. درس الفلسفة والتاريخ في فيينا، وشارك مشاركة فعَّالة في
	الصحافة النقدية الفَكِهة (في المجلة الساخرة سمبليسيزموس ومجلة الشعلة التي كان يُصدِرها
	الكاتب الساخر كارل كراوس)، وفي العمل المسرحي بالمساهَمة في تأسيس عدد من المسارح (كالمسرح
	الشعبي في مدينة فيينا، والمسرح التجريبي «الفرقة»، وغيرهما)، وفي الإخراج للمسرح والسينما في
	هوليوود بعد هجرته إلى الولايات المتحدة الأمريكية منذ سنة ١٩٣٨م، حتى عودته إلى فيينا سنة
	١٩٤٧م لمعاودة نشاطه المسرحي والترجمي عن الأدب الأمريكي. قام بدور كبير في حملة الدعاية
	التي كانت تقوم بها إذاعة اﻟ «بي بي سي» البريطانية ضد النازية، وفي سنواته الأخيرة كرَّس
	شعره للهجوم على الفاشية (راجِع على سبيل المثال قصيدته القصصية في هذه المجموعة عن «أجراس
	إيرفورت»).
				(١٨) فونتانه (تيودور: ١٨١٩–١٨٩٨م)			تقلَّب معظم حياته بين العمل بالصيدلة والصحافة (عمل مراسِلًا حربيًّا خلال الحملات العسكرية	والحرب بين ألمانيا وفرنسا من عام ١٨٦٤ إلى عام ١٨٧١م)، والنقد المسرحي وسكرتارية أكاديمية	الفنون في برلين. اتجه إلى الأدب متأخرًا، ولكن إنتاجه الروائي والشعري ظل متدفقًا في	شيخوخته، وحتى وفاته. يمثل فونتانه برواياته وشعره القصصي مرحلةَ اكتمال الواقعية الألمانية،	وقد بدأ حياته مع الشعر بكتابة قصائد يكسوها الأسى والحنين، ثم اكتسب شهرتَه كشاعر قصائد	قصصية شعبية احتذى فيها نماذجَ «البالاد» الإنجليزية والاسكتلندية، مقتبِسًا مادتها من التاريخ	الإنجليزي والاسكتلندي القديم، أو من الشخصيات البروسية في عصره، وتميَّز بأسلوبه المكثَّف	المقتصد، والمعبِّر في الوقت نفسه عن القلق والتوتر النفسي. وقد اتجه إلى الكتابة الروائية	بعد بلوغه الستين من عمره، فبدأ بالرواية التاريخية على طريقة الإنجليزي سكوت، ولكنه لم يجد	طريقه الخاص في الرواية إلا بعد السبعين، عندما عالَج كتابة الرواية الواقعية من بيئته",شاعر وقاص وكاتب مسرحي ممسوي، درس الفلسفة والتاريخ في فيينا، وشارك مشاركة فعّالة في الصحافة النقدية التّكية (في المجلة الساخرة سمبيليسيزموس وبجلة الشعلة التي كان يُصدِرها الكاتب الساخر كارل كَراوس)، وفي العمل المسرحي بالمساّخة في تأسيس عدد من المسارح (كالمسرح الشعبي في مدينة فيينا، والمسرح التجاري «الفرقة»، وغيرها)، وفي الإخراج للمسرح والسينما في هوليوود بعد مجهريه إلى الولايات المتحدة الأمريكية منذ سنة 1938م، حتى عودته إلى فيينا سنة 1947م لمعاودة نشاطه المسرحي والتربي عن الأدب الأمريكي، قام بدور كبير في حملة الدعاية التي كانت تقوم بها إذاعة ا «بي بي سي» البريطانية ضد النازية، وفي سنوات الأخيرة كَرّس شعره للهجوم على الفاشية (راجع على سبيل المثال قصيده القصصية في هذه المجموعة عن «أجراس إيرفورت»).فوتاته (تيودور: 1819–1898م) (18) تقَبّل معظم حياته بين العمل بالصيدلة والصحافة (عمل مراسلاً حريّاً خلال الحملات العسكرية والحرب بين ألمانيا وفرنسا من عام 1874 إلى عام 1881م)، والتقدير المسرحي وسكِرتارية أكاديمية الفنون في برين، اتجه إلى الأدب متأخِّراً، ولكن إنتاجه الرواْيُ الشعري ظل متدفقًا في شيخوخته، وحتى وفاته. يمثل فوتاته برواباته وشعره القصصي مرحلة اكتمال الواقعة الأنانية، وقد بدأ حياته مع الشعر بكتابة قصائد يكسوها الأَمى والحنن، ثم اكتسب شهرته كشاعر قصصية شعبية احتذى فيها ماذجَّ «البادَ» الإِتجليزية والاسْكِنْدِنية، مقتِسِّما مادَّتهَا من التاريخُ الإِتجليزي والاسْكِنْدِني القديم، أو من الشخصيات البروسية في عصره، وتَمَيَّزٌ بأسُولبه المكتّف المقتصد، والمعيِّب في الوقت نفسه عن القلق والتوتر النفسي. وقد اتجه إلى الكَبَّة الرواية بعد بلوغه الستين من عمره، فبدأ بالرواية التاريخية على طريقة الإِتجليزي سكوت، ولكنه لم يُعد طريقه الخاص في الرواية إلا بعد السبعين، عندما عاجَّ كَبَّة الرواية الواقعة من بِثته,success
1063,ahmedheakl/arocrbench_hindawi,<PIL.Image.Image image mode=RGB size=612x792 at 0x775531FD5710>,"
			كان الهدف الواضح الظاهر لشتَّى مظاهر الفكر المصري والأدب المصري هو خلق روح مصرية
	جديدة، تتسم بطابع مميز، فلما أن نشبت الحرب العالمية الثانية، وبلغت ختامها سنة ١٩٤٥م، أخذ
	هذا الطابع المميز المنشود يتطلع إلى أفق أوسع، لا يقتصر أمره على أصحاب الحياة العلمية
	وحدهم — أعني علية المثقفين — بل يتعداهم إلى شيءٍ يصلح أن يتسع ليشمل الشعب كله، ثم لما
	قامت الحرب الفلسطينية بين البلاد العربية وإسرائيل سنة ١٩٤٨م، كان ذلك بمثابة أن تتحدد
	معالم الهدف الجديد للفكر، وللأدب، وللسياسة، ولكل وجه من أوجه النشاط الذهني، وهو أن يعمل
	العاملون وأن يفكر المفكرون، وأن يتغنَّى الشعراء بوحدة عربية وقومية عربية، تكون مصر جزءًا
	منها.
							أخذت خيوط كثيرة تتجمع، بعد أن هدأت نيران الحرب العالمية الثانية، تشير كلها إلى وجوب	تغير الأوضاع من أساسها، طه حسين يكتب عن «المعذبين في الأرض» كما يكتب سواه في نفس الاتجاه،	إرهاصًا لثورة اجتماعية اقتصادية، وخالد محمد خالد يكتب «من هنا نبدأ» و«مواطنون لا رعايا»	فتحدث كتاباته أثرًا في رقعة واسعة من القُراء؛ لأنه يلجأ إلى طريقة في الكتابة تجمع في يد	واحدة ثنائية الثقافة الدينية التي كانت معتزلة وراء جدران الأزهر إلى حد كبير، والثقافة	السياسية الاجتماعية الجديدة، هادفًا إلى خلق العربي المسلم الحر المعاصر في آن معًا، ويحيى	حقي يكتب «قنديل أم هاشم» ليؤكد ضرورة العودة إلى تربة الثقافة العربية الإسلامية، حتى وإن	أوغل المغترب في العلم الأوروبي، ومحمد فريد أبو حديد — منذ العشرينيات والثلاثينيات — يكتب	بروحه السمحة وقلمه الهادئ ليشيع فينا نفحة التجديد الذي يقيم بنيانه على أسس الثقافة	العربية الإسلامية الأصيلة … خيوط أخذت كلها تتجمع لتلتقي في عزيمة واحدة، تنتظر الجذوة",كان الهدف الواضح الظاهر لنشئَّ مظاهر الفكر المصري والأدب المصري هو دُلق روح مصرية جديدة، تنسم بطبع مميز، فلما أن نسبت الحرب العالمية الثانية، وبلغت ختامها سنة 1945ام أَدَّد هذا الطابع المميز المنشود بنبطع إلى أفق أوسع، لا يقتصر أمره على أضاحب الحياة العلمية وحدهم — أعني عَلية المنفقيين — بل بنغداهم إلى نشيء يصلح أن ينسع لبشمل الشعب كله. ثم لما قَامَت الحرب الفلسطينية بين البلاد العربية وإسرائيل سنة 1948ام. كَان ذلك بمثابة أن تنحدد معالم الهدف الجديد للفكر، وللأدب، وللسياسة، ولكل وجه من أوجه النشاط الذهني. وهو أن يعمل العاملون وأن يفكر المفكرون، وأن يغثِّن الشعراء بودحة عربية وقومية عربية. نَكون مصر جزءًا منها أَدَّدت خيوط كثيرة تنجمع، بعد أن هدأت نيران الحرب العالمية الثانية. نشير كلها إلى وجُوب تغيير الأوضاع من أساسها، ظه حسين بكتب عن «المغذبين في الأَرض» كما بكتب سواه في نفس الانطاه. إرهاضا لنُورَة اجتماعية اقتصادية، وَدَادَد محمد دَادَد بكتب «من هِنا نبِدَأ» وَ«مواطنون ل رعايا» فَنَحدت كتاباته أَبَّرَا في رِقعة واسعة من الفراء: لأَنه يلجأ إلى طريقة في الكتابة تنجمع في بد واحدة نائبة الثقافة الدينية التي كانت معنزلة وأَراء جدران الأَزهر إلى حد كبير، والنَقافة السياسية الاجتماعية الجديدة، هادفة إلى دُلق العرب المسلم الحَر المعاصر في أن مغَا. وبحَى حقِّ بكتب «فنذيل أم هاشِم» ليؤكِّد ظروَة العودة إلى نَربة الثقافة العربية الإسلامية، دَنِي أوغَل المغتَرِب في العلم الأَوروبي، ومحمد فريد أبو حَدِيد — منذ العشرينيات واللثندنيات — بكت بروح السمحة وقلمه الهادئ لبِشيع فِينا نُجِّدَ النَحْدِدِ الذَّي يقيم بِنبائه على أَسس النَقافة العربية الإِسلامية الأَصيلة ــ خيوط أَدَّدت كلها تنجمع للنَقِي في عزيمة واحدة. نَنتظر الجذوة ,success
