dataset,image,ground_truth,easyocr,tesseract,status,easyocr_text,easyocr_time,easyocr_text_no_diacritics,tesseract_text,tesseract_time,tesseract_text_no_diacritics,ground_truth_no_diacritics
ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1002x132 at 0x7557B41FF4D0>,سِتَّ وَعِشْرِينَ دَرَجَةِ غَرْباً وَاِثْنَتانِ وَثَلاثِينَ,"{'text': 'وعشرين ذرجة غزبأ واثنتان وثلاثين ليىت', 'time': 0.0644690990447998}","{'text': 'ست * وَعِشْرِين خرجة غَزْباً واثتنانٍ وثلائين\n', 'time': 0.06324172019958496}",success,وعشرين ذرجة غزبأ واثنتان وثلاثين ليىت,0.0644690990447998,وعشرين ذرجة غزبأ واثنتان وثلاثين ليىت,ست * وَعِشْرِين خرجة غَزْباً واثتنانٍ وثلائين,0.06324172019958496,ست * وعشرين خرجة غزبا واثتنان وثلائين,ست وعشرين درجة غربا واثنتان وثلاثين
ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1978x251 at 0x7557FA09E4D0>,فِي الفُرَصِ وَيَحِقّ لِلطُلّابِ ذَوِي المُتَطَلَّباتِ التَعْلِيمِيَّةِ الخاصَّةِ,"{'text': '_ القرص وبحق للطللائ ذوي المتططلبات الأفلإمبة الخاصة', 'time': 0.09321093559265137}","{'text': 'قي الفرصر وَبَحق لاخللاب ذوى الفتحلليات الَفْليعيّة الخاصيّة\n', 'time': 0.10924124717712402}",success,_ القرص وبحق للطللائ ذوي المتططلبات الأفلإمبة الخاصة,0.09321093559265137,_ القرص وبحق للطللائ ذوي المتططلبات الأفلإمبة الخاصة,قي الفرصر وَبَحق لاخللاب ذوى الفتحلليات الَفْليعيّة الخاصيّة,0.10924124717712402,قي الفرصر وبحق لاخللاب ذوى الفتحلليات الفليعية الخاصية,في الفرص ويحق للطلاب ذوي المتطلبات التعليمية الخاصة
ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=929x115 at 0x7557C0244B10>,وَذٰلِكَ بِمَدِينَة شانغْهاي تَبْلُغ سَعَة التَخْزِين لَقُرْص الأَشِعَّة,"{'text': 'آً م الألشحة وذء بمدنة لشانعهاو نئتبلج لسعة  اتذزبن', 'time': 0.1069631576538086}","{'text': 'محأويمةبتة دملعتواء لجا دمطة لتأرين أخرص النمضة\n', 'time': 0.06262516975402832}",success,آً م الألشحة وذء بمدنة لشانعهاو نئتبلج لسعة اتذزبن,0.1069631576538086,آ م الألشحة وذء بمدنة لشانعهاو نئتبلج لسعة اتذزبن,محأويمةبتة دملعتواء لجا دمطة لتأرين أخرص النمضة,0.06262516975402832,محأويمةبتة دملعتواء لجا دمطة لتأرين أخرص النمضة,وذلك بمدينة شانغهاي تبلغ سعة التخزين لقرص الأشعة
ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=613x123 at 0x75578000AC50>,إِلّا أَنَّهُ لَم يَتَمَكَّن مَعَ ذٰلِكَ مِن العَضّ,"{'text': 'ذلل ين العض إتا أنهم بتكن تع', 'time': 0.06969714164733887}","{'text': ' ', 'time': 0.029137849807739258}",success,ذلل ين العض إتا أنهم بتكن تع,0.06969714164733887,ذلل ين العض إتا أنهم بتكن تع,,0.029137849807739258,,إلا أنه لم يتمكن مع ذلك من العض
ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=234x99 at 0x755780188590>,الأُخْرَى,"{'text': 'اأ خآع .', 'time': 0.044083356857299805}","{'text': 'اكيم\n', 'time': 0.040496826171875}",success,اأ خآع .,0.044083356857299805,اأ خآع .,اكيم,0.040496826171875,اكيم,الأخرى
ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=881x134 at 0x7557F3583F90>,أَمّا الكروم، فَقَد غَرَسَت فِي مَناطِقِ مِن الجَزِيرَةِ,"{'text': 'في قناطق من الجزيرة آقا الكروم فقد غرست', 'time': 0.11677765846252441}","{'text': '5\n\nمها الكروم. فقد غُرّسَت فِي مناطق من الجزيرَة\n', 'time': 0.06777381896972656}",success,في قناطق من الجزيرة آقا الكروم فقد غرست,0.11677765846252441,في قناطق من الجزيرة آقا الكروم فقد غرست,5 مها الكروم. فقد غُرّسَت فِي مناطق من الجزيرَة,0.06777381896972656,5 مها الكروم. فقد غرست في مناطق من الجزيرة,أما الكروم، فقد غرست في مناطق من الجزيرة
ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=934x135 at 0x755780020850>,التَرْبِيَةِ والتكوين، حَظِيَ بِدَعْمٍ قَوِيٍّ مِن قِبَلَ أَعْلَى,"{'text': 'من قبل بدعم قويً التربية والتكوين . أغلى خظي', 'time': 0.13017559051513672}","{'text': 'التَرْبِيَةِ والتكوين. حَظِيَ بِدَغْمٍ قَوي من قِبَلَ أغلى\n', 'time': 0.09676003456115723}",success,من قبل بدعم قويً التربية والتكوين . أغلى خظي,0.13017559051513672,من قبل بدعم قوي التربية والتكوين . أغلى خظي,التَرْبِيَةِ والتكوين. حَظِيَ بِدَغْمٍ قَوي من قِبَلَ أغلى,0.09676003456115723,التربية والتكوين. حظي بدغم قوي من قبل أغلى,التربية والتكوين، حظي بدعم قوي من قبل أعلى
ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1045x153 at 0x7557B42385D0>,الرِيفِيّات اللّاتِي عَمِلْنَ فِي المُدُنِ وَاللّاتِي لَم يُغادِرْنَ,"{'text': 'واللآاتي لم يغادزن غملن الريفيات الفدن اللاتي في', 'time': 0.130171537399292}","{'text': '- 38\n', 'time': 0.05758833885192871}",success,واللآاتي لم يغادزن غملن الريفيات الفدن اللاتي في,0.130171537399292,واللآاتي لم يغادزن غملن الريفيات الفدن اللاتي في,- 38,0.05758833885192871,- 38,الريفيات اللاتي عملن في المدن واللاتي لم يغادرن
ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1322x444 at 0x755780143810>,وَأَشارُوا فِي حَدِيثهم إِلَى أَنَّ مُسْتَوَياتٍ,"{'text': 'في خديثهم إلى أن آ  أشاروا مستويات', 'time': 0.14094138145446777}","{'text': 'وَأَشارُوا ني حَدبئهم إلى أَنّ مُسْتَوَيات\n', 'time': 0.11783909797668457}",success,في خديثهم إلى أن آ أشاروا مستويات,0.14094138145446777,في خديثهم إلى أن آ أشاروا مستويات,وَأَشارُوا ني حَدبئهم إلى أَنّ مُسْتَوَيات,0.11783909797668457,وأشاروا ني حدبئهم إلى أن مستويات,وأشاروا في حديثهم إلى أن مستويات
ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=859x196 at 0x755780063010>,مَرْحَلَةِ التَعْلِيمِ الثانَوِيِّ,"{'text': ' مرمله التنليم الثانواي', 'time': 0.11098933219909668}","{'text': 'مَرْعَلَةِ التكليى الثاتوج\n', 'time': 0.06565117835998535}",success,مرمله التنليم الثانواي,0.11098933219909668,مرمله التنليم الثانواي,مَرْعَلَةِ التكليى الثاتوج,0.06565117835998535,مرعلة التكليى الثاتوج,مرحلة التعليم الثانوي
ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=862x113 at 0x7557B47CA4D0>,العَرِيقِ وَالحاضِر المُفِيدِ وَالمُسْتَقْبَلِ المَشْرِقِ,"{'text': 'القريق والحاضر الففيد والفسثًقبل القشرق', 'time': 0.05892300605773926}","{'text': 'القريق والحاضر المُفِيدٍ وَالمُسْئَفْبَلٍ القشرق\n', 'time': 0.08212685585021973}",success,القريق والحاضر الففيد والفسثًقبل القشرق,0.05892300605773926,القريق والحاضر الففيد والفسثقبل القشرق,القريق والحاضر المُفِيدٍ وَالمُسْئَفْبَلٍ القشرق,0.08212685585021973,القريق والحاضر المفيد والمسئفبل القشرق,العريق والحاضر المفيد والمستقبل المشرق
ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=769x135 at 0x7557800B7E10>,أَخِيرا لَم تَكُن جَمِيعُها نُصُوصاً حميريه,"{'text': 'أخيرا لم تكن جميعها نصوصاً حميريه', 'time': 0.045223236083984375}","{'text': 'ع\n\nأخيرا لم تَكُن جَمِيعُها نُصُوِ\n', 'time': 0.052768707275390625}",success,أخيرا لم تكن جميعها نصوصاً حميريه,0.045223236083984375,أخيرا لم تكن جميعها نصوصا حميريه,ع أخيرا لم تَكُن جَمِيعُها نُصُوِ,0.052768707275390625,ع أخيرا لم تكن جميعها نصو,أخيرا لم تكن جميعها نصوصا حميريه
ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1104x124 at 0x75578024A8D0>,وَتَوَّهَ الرَئِيسِ إِلَى أَهَمِّيَّةً دَعْمِ العُمّالِ الفَلّاحَيْنِ العائِدِينَ,"{'text': 'العائدين دغم الفقال وتوة الرئيس إل أهميًةً الفلاحين', 'time': 0.11210060119628906}","{'text': 'هَمُّبَةَ هَمبَةَ دغم العْمَالٍ القَلَاحَيْنِ العائديت\n', 'time': 0.09778857231140137}",success,العائدين دغم الفقال وتوة الرئيس إل أهميًةً الفلاحين,0.11210060119628906,العائدين دغم الفقال وتوة الرئيس إل أهمية الفلاحين,هَمُّبَةَ هَمبَةَ دغم العْمَالٍ القَلَاحَيْنِ العائديت,0.09778857231140137,همبة همبة دغم العمال القلاحين العائديت,وتوه الرئيس إلى أهمية دعم العمال الفلاحين العائدين
ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1286x137 at 0x7557802D0910>,طَبَّقَت عَلَى الأَشْجارِ خِلالَ فَتْرَةٍ الدراسه، حَيْثُ اِعْتَمَدَ,"{'text': 'اسلهادا دآا٥ فآءا_آ ة[ الد داسه _اءات ٥ا٥ _2ت٥مآد٥ طابااقلات ٥|٥ والأار', 'time': 0.1546473503112793}","{'text': 'طابقا اللقلات 1 الاي الألاشهالبا ا .االا|ة! 114ئلا ىلا8 الحم اس.. البلا ت 1 الا ءلانلاءلادة\n', 'time': 0.11021995544433594}",success,اسلهادا دآا٥ فآءا_آ ة[ الد داسه _اءات ٥ا٥ _2ت٥مآد٥ طابااقلات ٥|٥ والأار,0.1546473503112793,اسلهادا دآا٥ فآءا_آ ة[ الد داسه _اءات ٥ا٥ _2ت٥مآد٥ طابااقلات ٥|٥ والأار,طابقا اللقلات 1 الاي الألاشهالبا ا .االا|ة! 114ئلا ىلا8 الحم اس.. البلا ت 1 الا ءلانلاءلادة,0.11021995544433594,طابقا اللقلات 1 الاي الألاشهالبا ا .االا|ة! 114ئلا ىلا8 الحم اس.. البلا ت 1 الا ءلانلاءلادة,طبقت على الأشجار خلال فترة الدراسه، حيث اعتمد
ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1314x158 at 0x7558301EB7D0>,وَطُرُقِ الإِنْتاجِ بِأَدْنَى مُسْتَوَياتٍ الحراثه، حَيْثُ كانَت العَلاقَةِ,"{'text': '// ٥ 4 الإنتاج بأدنى مستويات الحراثهء حيث كانت العلاقة وطرق', 'time': 0.1201930046081543}","{'text': 'ع ار لير 3 َه سا تراه سم ع ةا اع - - -\n', 'time': 0.08988213539123535}",success,// ٥ 4 الإنتاج بأدنى مستويات الحراثهء حيث كانت العلاقة وطرق,0.1201930046081543,// ٥ 4 الإنتاج بأدنى مستويات الحراثهء حيث كانت العلاقة وطرق,ع ار لير 3 َه سا تراه سم ع ةا اع - - -,0.08988213539123535,ع ار لير 3 ه سا تراه سم ع ةا اع - - -,وطرق الإنتاج بأدنى مستويات الحراثه، حيث كانت العلاقة
ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1341x156 at 0x75578006FE90>,عُمَر الأَشْجارِ مِن أَجْلِ تَجْدِيدِ شَباب الأَشْجارِ وَتَحْسِينِ,"{'text': 'أجل تجديد شباب الأشجار من الأشجار وتحسين عمر', 'time': 0.1454477310180664}","{'text': 'ار من أجل ديد سَباب الأنجار وَتسينِ\nالاك نديد شاب حار سير\nعمر الا تجار من اجلي مجديد شباب الا تجار\n', 'time': 0.12542033195495605}",success,أجل تجديد شباب الأشجار من الأشجار وتحسين عمر,0.1454477310180664,أجل تجديد شباب الأشجار من الأشجار وتحسين عمر,ار من أجل ديد سَباب الأنجار وَتسينِ الاك نديد شاب حار سير عمر الا تجار من اجلي مجديد شباب الا تجار,0.12542033195495605,ار من أجل ديد سباب الأنجار وتسين الاك نديد شاب حار سير عمر الا تجار من اجلي مجديد شباب الا تجار,عمر الأشجار من أجل تجديد شباب الأشجار وتحسين
ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1224x177 at 0x75578011E2D0>,كِتابِ الأَخ الأُسْتاذ / عَلَى مُصْطَفَى المصراتي ،,"{'text': 'كتاب الأًخ الألستاذ على مضطفى المصراتي', 'time': 0.08444380760192871}","{'text': 'كتاب الأخ الأشتاذ / عَلَى مُضْطَفَى المصراتي .\n', 'time': 0.07193613052368164}",success,كتاب الأًخ الألستاذ على مضطفى المصراتي,0.08444380760192871,كتاب الأخ الألستاذ على مضطفى المصراتي,كتاب الأخ الأشتاذ / عَلَى مُضْطَفَى المصراتي .,0.07193613052368164,كتاب الأخ الأشتاذ / على مضطفى المصراتي .,كتاب الأخ الأستاذ / على مصطفى المصراتي ،
