,image,ground_truth,tesseract,easyocr,ground_truth_t,tesseract_t,easyocr_t
230,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1450x103 at 0x7FA1F87F63D0>,"الزرقي عن أبي قتادة الأنصاري أن رسول الله صلى الله عليه وسلم كان يصلي وهو حامل أمامة بنت
","الزمرقى عن أبي قنادة الأنضاري أن .سول الله صلى الله عليم وسلمركان يصلى وه و حامل أمامة يدت
",الل عليد وسلمركان بصلى وهوحامل امامتر بنت الزرقيعن أبي قنادة الأنصاري أن رسول اللد  صلى,"الزرقي عن أبي قتادة الأنصاري أن رسول الله صلى الله عليه وسلم كان يصلي وهو حامل أمامة بنت
","الزمرقى عن أبي قنادة الأنضاري أن .سول الله صلى الله عليم وسلمركان يصلى وه و حامل أمامة يدت
",الل عليد وسلمركان بصلى وهوحامل امامتر بنت الزرقيعن أبي قنادة الأنصاري أن رسول اللد  صلى
231,<PIL.Image.Image image mode=RGB size=1562x57 at 0x7FA1F87EA590>,"علي هين وكل ذلك تخدمني وليس على أحد في ذلك بأس أخبرتني عائشة أنها كانت ترجل تعني رأس
",,رأس عائشة أنها كانت ترجل وليس على أحد في ذلك بأس أخبر علي هين وكل ذلك تعني تخدمني تني,"علي هين وكل ذلك تخدمني وليس على أحد في ذلك بأس أخبرتني عائشة أنها كانت ترجل تعني رأس
",,رأس عائشة أنها كانت ترجل وليس على أحد في ذلك بأس أخبر علي هين وكل ذلك تعني تخدمني تني
232,<PIL.Image.Image image mode=RGB size=1028x83 at 0x7FA1F91AE690>,"الحيض على بني إسرائيل وحديث النبي صلى الله عليه وسلم أكثر
","الحيض على بني إسرائيل وحديث النبي صلى الله عليه وسلم أكثر
",صلى الله عليه وسم الحيض على بني إسرائيل وحديث أكثر النبي,"الحيض على بني إسرائيل وحديث النبي صلى الله عليه وسلم أكثر
","الحيض على بني إسرائيل وحديث النبي صلى الله عليه وسلم أكثر
",صلى الله عليه وسم الحيض على بني إسرائيل وحديث أكثر النبي
233,<PIL.Image.Image image mode=RGB size=1392x77 at 0x7FA1F87F6850>,"فقال مرحبا بالأخ الصالح والنبي الصالح قلت من هذا قال هذا عيسى ثم مررت بإبراهيم فقال
","فقال هرحبا والأج الصالح والنيي الصالع قلت هن هطا قال هطا غيسي كو هررت بإبراهيه فقال
",نتال مرحبا بالأخ الصالح والنيى الصالح تلت من هذا تال هذا عيسى ثه مررت بإبراعيه نقال,"فقال مرحبا بالأخ الصالح والنبي الصالح قلت من هذا قال هذا عيسى ثم مررت بإبراهيم فقال
","فقال هرحبا والأج الصالح والنيي الصالع قلت هن هطا قال هطا غيسي كو هررت بإبراهيه فقال
",نتال مرحبا بالأخ الصالح والنيى الصالح تلت من هذا تال هذا عيسى ثه مررت بإبراعيه نقال
234,<PIL.Image.Image image mode=RGB size=1190x75 at 0x7FA1F87C6D50>,"جالسا والناس خلفه قياما لم يأمرهم بالقعود وإنما يؤخذ بالآخر فالآخر من فعل النبي صلى الله
","جالسا والناس خلفه قياما لم يأمرهم بالقعود وإنما يؤخذ بالآحر فالآخر من فعل النبي صلى الله
",صلى الله من فعل بالقعود وإنما يؤخذ بالآخر يأمر خلفه قياما جالسا 9 فالآخر  الناس النبي,"جالسا والناس خلفه قياما لم يأمرهم بالقعود وإنما يؤخذ بالآخر فالآخر من فعل النبي صلى الله
","جالسا والناس خلفه قياما لم يأمرهم بالقعود وإنما يؤخذ بالآحر فالآخر من فعل النبي صلى الله
",صلى الله من فعل بالقعود وإنما يؤخذ بالآخر يأمر خلفه قياما جالسا 9 فالآخر  الناس النبي
235,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1207x77 at 0x7FA1F87F7090>,"المسيب أن أبا هريرة أخبره أن رسول الله صلى الله عليه وسلم قال إذا قلت لصاحبك يوم الجمعة
","المسبيب أن 5 هريرة أخبره أن 3 الله صلى الله عليه وسلم قال إذا قلت لصاحبيك يوم الجمعة
",ره أن رسول الله صلى الله عليه وسلم قال إذا قلت لصاحبك يوم الجمعة أن أبا هريرة أخبر المسيب,"المسيب أن أبا هريرة أخبره أن رسول الله صلى الله عليه وسلم قال إذا قلت لصاحبك يوم الجمعة
","المسبيب أن 5 هريرة أخبره أن 3 الله صلى الله عليه وسلم قال إذا قلت لصاحبيك يوم الجمعة
",ره أن رسول الله صلى الله عليه وسلم قال إذا قلت لصاحبك يوم الجمعة أن أبا هريرة أخبر المسيب
236,<PIL.Image.Image image mode=RGB size=1238x77 at 0x7FA1F87F7050>,"العهد والميثاق أن لا تسأل غير الذي أعطيت فيقول يا رب لا تجعلني أشقى خلقك فيضحك الله عز
","العهد والميثاق أن لا تسأل غير الذي أعطيت فيقول يا رب لا تجعلنى أشقى خلقك فيضحك الله عز
",خلقك فيضحك الله عز فيقول يا رب لا والميثاق أن لا تسأل أعطيت أشقى الذي غير العهد تجعلني,"العهد والميثاق أن لا تسأل غير الذي أعطيت فيقول يا رب لا تجعلني أشقى خلقك فيضحك الله عز
","العهد والميثاق أن لا تسأل غير الذي أعطيت فيقول يا رب لا تجعلنى أشقى خلقك فيضحك الله عز
",خلقك فيضحك الله عز فيقول يا رب لا والميثاق أن لا تسأل أعطيت أشقى الذي غير العهد تجعلني
237,<PIL.Image.Image image mode=RGB size=1104x77 at 0x7FA1F91BF310>,"العشاء التي تدعونها العتمة وكان يكره النوم قبلها والحديث بعدها وكان ينفتل من صلاة
","العشاء التي تدعونها العتمة وكان يكره النوم قبلها والحديث بعدها وكان ينفتل من صلاة
",وكان ينفتل من صلاة قبلها والحديث العشاء التى تدعونها العتمة وكان يكره بعدها النوم,"العشاء التي تدعونها العتمة وكان يكره النوم قبلها والحديث بعدها وكان ينفتل من صلاة
","العشاء التي تدعونها العتمة وكان يكره النوم قبلها والحديث بعدها وكان ينفتل من صلاة
",وكان ينفتل من صلاة قبلها والحديث العشاء التى تدعونها العتمة وكان يكره بعدها النوم
238,<PIL.Image.Image image mode=RGB size=1374x103 at 0x7FA1F87F74D0>,"سلمة عن أم سلمة أم المؤمنين أنها قالت جاءت أم سليم امرأة أبي طلحة إلى رسول الله صلى الله
","سلمت عن أ مسلمة أمالمؤمنين أنه قالت جاءت أ مسليم|سأة أببى طلحتة إلى سول اكد صلى الك
",للر للا أها قالت جاءت أم سليمامر أة أبي طلحر إلى رسول اعن أم سلمت ام المؤمناي سلمت صلى,"سلمة عن أم سلمة أم المؤمنين أنها قالت جاءت أم سليم امرأة أبي طلحة إلى رسول الله صلى الله
","سلمت عن أ مسلمة أمالمؤمنين أنه قالت جاءت أ مسليم|سأة أببى طلحتة إلى سول اكد صلى الك
",للر للا أها قالت جاءت أم سليمامر أة أبي طلحر إلى رسول اعن أم سلمت ام المؤمناي سلمت صلى
239,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1188x105 at 0x7FA1F87F7B50>,"وبلال وأسامة بن زيد وعثمان بن طلحة ثم أغلق الباب فلبث فيه ساعة ثم خرجوا قال بن عمر
","وبلال وأسامة بن زبد وعثمان بن طلحة ثم أعَانَ الباب فليث فيه ساعة ثم خرجوا قال بن عمر
",الباب فلبث فيه ساعة ثم خرجوا قال بن وبلال وأسامة بن زيد وعثمان بن طلحة ثم أغلق عمر,"وبلال وأسامة بن زيد وعثمان بن طلحة ثم أغلق الباب فلبث فيه ساعة ثم خرجوا قال بن عمر
","وبلال وأسامة بن زبد وعثمان بن طلحة ثم أعان الباب فليث فيه ساعة ثم خرجوا قال بن عمر
",الباب فلبث فيه ساعة ثم خرجوا قال بن وبلال وأسامة بن زيد وعثمان بن طلحة ثم أغلق عمر
240,<PIL.Image.Image image mode=RGB size=1362x103 at 0x7FA1F87F7B10>,"عليه وسلم الصبح أربعا الصبح أربعا تابعه غندر ومعاذ عن شعبة في مالك وقال بن إسحاق عن
","عليم وسلمالصبح أربعا الصبح أريعا تابعىغتلس ومعاذ عن شعبق في مالك ىقال بن إسحاق عن
", إسحاق عن شعبتر في مالك وقال بن ومعاذ تا بع = اربعا  اربعا عليد الصبح  وسلرالصبح غندار عن,"عليه وسلم الصبح أربعا الصبح أربعا تابعه غندر ومعاذ عن شعبة في مالك وقال بن إسحاق عن
","عليم وسلمالصبح أربعا الصبح أريعا تابعىغتلس ومعاذ عن شعبق في مالك ىقال بن إسحاق عن
", إسحاق عن شعبتر في مالك وقال بن ومعاذ تا بع = اربعا  اربعا عليد الصبح  وسلرالصبح غندار عن
241,<PIL.Image.Image image mode=RGB size=1873x60 at 0x7FA1F91BFDD0>,"عن عبد الله بن عباس قال أقبلت راكبا على حمار أتان وأنا يومئذ قد ناهزت الاحتلام ورسول الله
","عن عبد الله بن عباس قال أقبلت راكبا على حمار أتان وأنا يومئذ قد ناهزت الاحتلام ورسول الله
",حمار أتان وأنا يومئذ قد ناهزت الاحتلام ورسول الله عن عبدالله بن عباس قال أقبلت راكبا على,"عن عبد الله بن عباس قال أقبلت راكبا على حمار أتان وأنا يومئذ قد ناهزت الاحتلام ورسول الله
","عن عبد الله بن عباس قال أقبلت راكبا على حمار أتان وأنا يومئذ قد ناهزت الاحتلام ورسول الله
",حمار أتان وأنا يومئذ قد ناهزت الاحتلام ورسول الله عن عبدالله بن عباس قال أقبلت راكبا على
242,<PIL.Image.Image image mode=RGB size=1412x77 at 0x7FA1F91AC410>,"مسعود أن رجلا أصاب من امرأة قبلة فأتى النبي صلى الله عليه وسلم فأخبره فأنزل الله أقم
","فسعوت أن رجلا أصاب من أهرأة قبلة فأتي النيي حلي اللة علية وسله فأخبرة فأنؤل الله أقه
",وسلم نأ خبره فأنزل الله أتم صلى الله من امراة قبلة مسعود ان نأتى ا صاب النبب ) جلا عليه,"مسعود أن رجلا أصاب من امرأة قبلة فأتى النبي صلى الله عليه وسلم فأخبره فأنزل الله أقم
","فسعوت أن رجلا أصاب من أهرأة قبلة فأتي النيي حلي اللة علية وسله فأخبرة فأنؤل الله أقه
",وسلم نأ خبره فأنزل الله أتم صلى الله من امراة قبلة مسعود ان نأتى ا صاب النبب ) جلا عليه
243,<PIL.Image.Image image mode=RGB size=1242x105 at 0x7FA1F87F4610>,"اجتمعا عليه وتفرقا عليه ورجل طلبته امرأة ذات منصب وجمال فقال إني أخاف الله ورجل تصدق
","اجتمعا عليه وتفرقا عليه ورجل طلبنّه امرأة ذات منصب وجمال فمال ني أخاف الله ورجل تصدق
",ورجل طلبته امرأة ذات منصب وجمال فقال إنى أخاف الله ورجل تصدق اجتمعا عليه وتفرقا عليه,"اجتمعا عليه وتفرقا عليه ورجل طلبته امرأة ذات منصب وجمال فقال إني أخاف الله ورجل تصدق
","اجتمعا عليه وتفرقا عليه ورجل طلبنه امرأة ذات منصب وجمال فمال ني أخاف الله ورجل تصدق
",ورجل طلبته امرأة ذات منصب وجمال فقال إنى أخاف الله ورجل تصدق اجتمعا عليه وتفرقا عليه
244,<PIL.Image.Image image mode=RGB size=824x75 at 0x7FA1F87C43D0>,"وقال جابر وأبو سعيد عن النبي صلى الله عليه وسلم تدع الصلاة
","وقال حابر وأبو سعيد عن النبي صلى الله عليه وسلم تدع الصلاة
",الصلاة تد صلى الله عليه وسلم سعيد عن قال جابر وأبو النبي,"وقال جابر وأبو سعيد عن النبي صلى الله عليه وسلم تدع الصلاة
","وقال حابر وأبو سعيد عن النبي صلى الله عليه وسلم تدع الصلاة
",الصلاة تد صلى الله عليه وسلم سعيد عن قال جابر وأبو النبي
245,<PIL.Image.Image image mode=RGB size=1020x105 at 0x7FA1F87F4A90>,"وإيتاء الزكاة وأن تؤدوا إلي خمس ما غنمتم وأنهى عن الدباء والحنتم والمقير والنقير
","وإبّاء الزكاة وأن تؤدوا إلى خمس ما غنمم وأنهى عن الدباء والحنشم والمقير والنقير
",والمقير والنقير ؟ عن الدنا غنمتم  إبتاء الزكاة وأن تودوا إلي وأنهى والحنتم  خمس,"وإيتاء الزكاة وأن تؤدوا إلي خمس ما غنمتم وأنهى عن الدباء والحنتم والمقير والنقير
","وإباء الزكاة وأن تؤدوا إلى خمس ما غنمم وأنهى عن الدباء والحنشم والمقير والنقير
",والمقير والنقير ؟ عن الدنا غنمتم  إبتاء الزكاة وأن تودوا إلي وأنهى والحنتم  خمس
246,<PIL.Image.Image image mode=RGB size=1421x57 at 0x7FA1F87E8710>,"فما أنا على صحبتكم بحريص وقال إبراهيم عليه السلام ولكن ليطمئن قلبي وقال معاذ اجلس
","فما أنا على صحبتكم بحريص وقال إبراهيم عليه السلام ولكن ليطمئن قلبي وقال معاذ اجلس
",وقال معاذ اجلس ولكن ليطمئن فماأنا على صحبتكم بحريص وقال إبراهيم عليه السلام قلبي,"فما أنا على صحبتكم بحريص وقال إبراهيم عليه السلام ولكن ليطمئن قلبي وقال معاذ اجلس
","فما أنا على صحبتكم بحريص وقال إبراهيم عليه السلام ولكن ليطمئن قلبي وقال معاذ اجلس
",وقال معاذ اجلس ولكن ليطمئن فماأنا على صحبتكم بحريص وقال إبراهيم عليه السلام قلبي
247,<PIL.Image.Image image mode=RGB size=1508x83 at 0x7FA1F87F4E50>,"يصلون مع النبي صلى الله عليه وسلم وهم عاقدوا أزرهم من الصغر على رقابهم فقيل للنساء لا
","بصلون مع النبي صلى الله عليه وسلم وهم عاقدوا أزرهم من الصغر على رقابهم فقيل للنساء لا
",ا ٦ أزرهم من الصغر على رقابهم فقيل للنساء صلى الله عليه وسلم وهم يصلون مع عاقدو النبي,"يصلون مع النبي صلى الله عليه وسلم وهم عاقدوا أزرهم من الصغر على رقابهم فقيل للنساء لا
","بصلون مع النبي صلى الله عليه وسلم وهم عاقدوا أزرهم من الصغر على رقابهم فقيل للنساء لا
",ا ٦ أزرهم من الصغر على رقابهم فقيل للنساء صلى الله عليه وسلم وهم يصلون مع عاقدو النبي
248,<PIL.Image.Image image mode=RGB size=1505x77 at 0x7FA1F87DD010>,"وقالت عائشة قال النبي صلى الله عليه وسلم في صلاة الكسوف فرأيت جهنم يحطم بعضها بعضا حين
","وقالت عائشة قال النيي حلى الله عليه وسله في صلاة الكسوت فرأيت جهنه يحطه بعضها بعضا حين
",ن نرأيت بمنه يحطم بعضها بعضا وسلم فيى صلة صلى الله - قالت عائشة تال الحسوف النبج عليه,"وقالت عائشة قال النبي صلى الله عليه وسلم في صلاة الكسوف فرأيت جهنم يحطم بعضها بعضا حين
","وقالت عائشة قال النيي حلى الله عليه وسله في صلاة الكسوت فرأيت جهنه يحطه بعضها بعضا حين
",ن نرأيت بمنه يحطم بعضها بعضا وسلم فيى صلة صلى الله - قالت عائشة تال الحسوف النبج عليه
249,<PIL.Image.Image image mode=RGB size=1554x57 at 0x7FA1F87DE8D0>,"قال نهى رسول الله صلى الله عليه وسلم عن صلاتين بعد الفجر حتى تطلع الشمس وبعد العصر حتى
",,حتى وبعد حتى تطلع بعد قال نهى رسول الله صلى الله عليه وسلم عن صلاتين العصر الشمس الفجر,"قال نهى رسول الله صلى الله عليه وسلم عن صلاتين بعد الفجر حتى تطلع الشمس وبعد العصر حتى
",,حتى وبعد حتى تطلع بعد قال نهى رسول الله صلى الله عليه وسلم عن صلاتين العصر الشمس الفجر
250,<PIL.Image.Image image mode=RGB size=1510x83 at 0x7FA1F91BD390>,"من ماء فأتي بقدح رحراح فيه شيء من ماء فوضع أصابعه فيه قال أنس فجعلت أنظر إلى الماء
","من ماء فأتي بقدح رحراح فيه شيء من ماء فوضع أصابعه فيه قال أنس فجعلت أنظر إلى الماء
",إلى الماء فجعلت فيه قال من ماء فوضع أصابعه فيه من ماء فأتي بقدح رحراح أنظر أنس شيء,"من ماء فأتي بقدح رحراح فيه شيء من ماء فوضع أصابعه فيه قال أنس فجعلت أنظر إلى الماء
","من ماء فأتي بقدح رحراح فيه شيء من ماء فوضع أصابعه فيه قال أنس فجعلت أنظر إلى الماء
",إلى الماء فجعلت فيه قال من ماء فوضع أصابعه فيه من ماء فأتي بقدح رحراح أنظر أنس شيء
251,<PIL.Image.Image image mode=RGB size=1286x103 at 0x7FA1F87F6190>,"أهله ويتزود لذلك ثم يرجع إلى خديجة فيتزود لمثلها حتى جاءه الحق وهو في غار حراء فجاءه
","أهلم وينزى< للذلك ثريرجع إلى خدرتخة فينزى< باثلها حننى جا اميق وهف غاس حرا فجا *
",ءا الحق وهوفي غار حراء فجا  ءلا جا . خلدتجت فينزو > مثلها اهلد وينز ود لذلك ; ثمربر جع حنى,"أهله ويتزود لذلك ثم يرجع إلى خديجة فيتزود لمثلها حتى جاءه الحق وهو في غار حراء فجاءه
","أهلم وينزى< للذلك ثريرجع إلى خدرتخة فينزى< باثلها حننى جا اميق وهف غاس حرا فجا *
",ءا الحق وهوفي غار حراء فجا  ءلا جا . خلدتجت فينزو > مثلها اهلد وينز ود لذلك ; ثمربر جع حنى
252,<PIL.Image.Image image mode=RGB size=1327x103 at 0x7FA1F91A5710>,"الخير ودعوة المؤمنين ويعتزل الحيض المصلى قالت حفصة فقلت الحيض فقالت أليس تشهد عرفة
",,تشهل عر فت فقالت قالت حفصتر فقلت المؤمني وايعنزل الحيض المصلى ا واعو; أليس ذ الحيض,"الخير ودعوة المؤمنين ويعتزل الحيض المصلى قالت حفصة فقلت الحيض فقالت أليس تشهد عرفة
",,تشهل عر فت فقالت قالت حفصتر فقلت المؤمني وايعنزل الحيض المصلى ا واعو; أليس ذ الحيض
253,<PIL.Image.Image image mode=RGB size=1278x103 at 0x7FA1F87C49D0>,"عليه وسلم يتوضأ عند كل صلاة قلت كيف كنتم تصنعون قال يجزي أحدنا الوضوء ما لم يحدث
","علي وسلرينوضاأ عن كل صلاة قل تك كن رتصنعون قال عهزي أحددا الوضوء ما إ عفدت
",تلحلاث ما عليد وسلمبنوضا عنداكل صلاقة قلت كيف كنئم تصنعون قال تجزي أحدذا الوضوء,"عليه وسلم يتوضأ عند كل صلاة قلت كيف كنتم تصنعون قال يجزي أحدنا الوضوء ما لم يحدث
","علي وسلرينوضاأ عن كل صلاة قل تك كن رتصنعون قال عهزي أحددا الوضوء ما إ عفدت
",تلحلاث ما عليد وسلمبنوضا عنداكل صلاقة قلت كيف كنئم تصنعون قال تجزي أحدذا الوضوء
254,<PIL.Image.Image image mode=RGB size=1537x83 at 0x7FA1F91A5AD0>,"الزهري عن محمود بن الربيع قال عقلت من النبي صلى الله عليه وسلم مجة مجها في وجهي وأنا
",,وجهي وأنا صلى الله عليه وسم مجة مجها قال عقلت من الزهري عن محمود بن النبي 9ي الربيع,"الزهري عن محمود بن الربيع قال عقلت من النبي صلى الله عليه وسلم مجة مجها في وجهي وأنا
",,وجهي وأنا صلى الله عليه وسم مجة مجها قال عقلت من الزهري عن محمود بن النبي 9ي الربيع
255,<PIL.Image.Image image mode=RGB size=1196x75 at 0x7FA1F87F4D90>,"الليث كل فقار وقال بن المبارك عن يحيى بن أيوب قال حدثني يزيد بن أبي حبيب أن محمد بن
","لليث كل فقار وقال بن المبارك عن ييى بن أيوب قال حدثئئ يزيد , بن أبي حبيب أن محمد بن
",أن محمد بن تىى بن أيوب قال حدثني يزيد بن أبي الليث كل فقار وقال بن المبارك عن يحيى,"الليث كل فقار وقال بن المبارك عن يحيى بن أيوب قال حدثني يزيد بن أبي حبيب أن محمد بن
","لليث كل فقار وقال بن المبارك عن ييى بن أيوب قال حدثئئ يزيد , بن أبي حبيب أن محمد بن
",أن محمد بن تىى بن أيوب قال حدثني يزيد بن أبي الليث كل فقار وقال بن المبارك عن يحيى
256,<PIL.Image.Image image mode=RGB size=1267x103 at 0x7FA1F91A5E50>,"بعث قوما يقال لهم القراء زهاء سبعين رجلا إلى قوم من المشركين دون أولئك وكان بينهم
","بعث قوما يتال هم التراء زهاء سبعين رجلا إلى قو ممن المشسكن دون أواتك وكا ن دنهم
",بينهم بعث قوما يقال لهمرالقراء زهاءسبعين رجلا إلى قومر من المش كين دون اولئك وكان,"بعث قوما يقال لهم القراء زهاء سبعين رجلا إلى قوم من المشركين دون أولئك وكان بينهم
","بعث قوما يتال هم التراء زهاء سبعين رجلا إلى قو ممن المشسكن دون أواتك وكا ن دنهم
",بينهم بعث قوما يقال لهمرالقراء زهاءسبعين رجلا إلى قومر من المش كين دون اولئك وكان
257,<PIL.Image.Image image mode=RGB size=1788x60 at 0x7FA1F91A7390>,"بعث قوما يقال لهم القراء زهاء سبعين رجلا إلى قوم من المشركين دون أولئك وكان بينهم
","بعت قوما يقال لهم القراء زهاء سبعين رجلا الى قوم من المشركين دون أولثك وكان بينهم
",بعث قوما يقال لهه القراء ذهاء سبعين رجلا إلى قوممن المشركين دون أولئك وكان بينهه,"بعث قوما يقال لهم القراء زهاء سبعين رجلا إلى قوم من المشركين دون أولئك وكان بينهم
","بعت قوما يقال لهم القراء زهاء سبعين رجلا الى قوم من المشركين دون أولثك وكان بينهم
",بعث قوما يقال لهه القراء ذهاء سبعين رجلا إلى قوممن المشركين دون أولئك وكان بينهه
258,<PIL.Image.Image image mode=RGB size=1874x60 at 0x7FA1F87DD2D0>,"قال سألت عائشة فذكرت لها قول بن عمر ما أحب أن أصبح محرما أنضخ طيبا فقالت عائشة أنا
","قال سألت عائشة فذكرت لها قول بن عمر ما أحب أن أصبح محرما أنضخ طيبا فقالت عائشة أنا
",أنضخ طببا فقالت عائشة أنا قال سألت عائشة فذكرت لها قول بن عمرما أحب أن أصبح محرما,"قال سألت عائشة فذكرت لها قول بن عمر ما أحب أن أصبح محرما أنضخ طيبا فقالت عائشة أنا
","قال سألت عائشة فذكرت لها قول بن عمر ما أحب أن أصبح محرما أنضخ طيبا فقالت عائشة أنا
",أنضخ طببا فقالت عائشة أنا قال سألت عائشة فذكرت لها قول بن عمرما أحب أن أصبح محرما
259,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1938x60 at 0x7FA1F87FE510>,"فلما وضع له المنبر سمعنا للجذع مثل أصوات العشار حتى نزل النبي صلى الله عليه وسلم فوضع
","فلما وضع له المنبر سمعنا للجذع مثل أصوات العشار حتى نزل النبنى صلى الله عليه وسلم فوضع
",النبى صلى الله عليه وسله فوضع العشار حتى مثل سمعنا فلما وضع ه أصوات للجذع نزل المنبر,"فلما وضع له المنبر سمعنا للجذع مثل أصوات العشار حتى نزل النبي صلى الله عليه وسلم فوضع
","فلما وضع له المنبر سمعنا للجذع مثل أصوات العشار حتى نزل النبنى صلى الله عليه وسلم فوضع
",النبى صلى الله عليه وسله فوضع العشار حتى مثل سمعنا فلما وضع ه أصوات للجذع نزل المنبر
260,<PIL.Image.Image image mode=RGB size=1529x77 at 0x7FA1F91AF9D0>,"الخدري رضى الله تعالى عنه أن رسول الله صلى الله عليه وسلم قال غسل يوم الجمعة واجب على كل
","الفدري رضي الله تعالي عغنة أن رعول الله حلى الله علية وسله قال سل يوه الجمعة واجي علي حل
",وسله تال خسل يوم الجمعة واجب غلى كل رضى الله تعالى غنه ان رسول الله صلى الله عليه الندرج,"الخدري رضى الله تعالى عنه أن رسول الله صلى الله عليه وسلم قال غسل يوم الجمعة واجب على كل
","الفدري رضي الله تعالي عغنة أن رعول الله حلى الله علية وسله قال سل يوه الجمعة واجي علي حل
",وسله تال خسل يوم الجمعة واجب غلى كل رضى الله تعالى غنه ان رسول الله صلى الله عليه الندرج
261,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1211x75 at 0x7FA1F87FEA50>,"أخيه قال سمعت أبا هريرة يقول ما من أصحاب النبي صلى الله عليه وسلم أحد أكثر حديثا عنه
","أيه قال معت أبا هريرة يقول ما من أصحاب النبي صلى الله عليه وسلم أحد أكثر حديثا عنه
",عنه صلى الله عليه وسلم أحد يقول مامن أصحاب أخيه قال سمعت أبا أكثر النبي هريرة حديثا,"أخيه قال سمعت أبا هريرة يقول ما من أصحاب النبي صلى الله عليه وسلم أحد أكثر حديثا عنه
","أيه قال معت أبا هريرة يقول ما من أصحاب النبي صلى الله عليه وسلم أحد أكثر حديثا عنه
",عنه صلى الله عليه وسلم أحد يقول مامن أصحاب أخيه قال سمعت أبا أكثر النبي هريرة حديثا
262,<PIL.Image.Image image mode=RGB size=1706x60 at 0x7FA1F87F7ED0>,"بن الحويرث إذا صلى كبر ورفع يديه وإذا أراد أن يركع رفع يديه وإذا رفع رأسه من الركوع
","بن الحويرث إذا صلى كبر ورفع يديه وإذا أراد أن يركع رفع يديه وإذا رفع رأسه من الركوع
",بن الحويرث إذا صلى كبر ورفع يديه وإذا أرادأن يركع رفع بديه وإذا رفع رأسه من الركوع,"بن الحويرث إذا صلى كبر ورفع يديه وإذا أراد أن يركع رفع يديه وإذا رفع رأسه من الركوع
","بن الحويرث إذا صلى كبر ورفع يديه وإذا أراد أن يركع رفع يديه وإذا رفع رأسه من الركوع
",بن الحويرث إذا صلى كبر ورفع يديه وإذا أرادأن يركع رفع بديه وإذا رفع رأسه من الركوع
263,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1184x105 at 0x7FA1F87FF0D0>,"الشاعر وأنا أنظر إلى وجه النبي صلى الله عليه وسلم يستسقي فما ينزل حتى يجيش كل ميزاب
","الشاعر وأنا أنظر إلى وجه النبي صلى الله عليه وسلم سمي فما ننزل حتى يجي ش كل ميزاب
",وأنا أنظر إلى وجه النبيصلى الله عليه وسلم يستسقي فما بنزل حتى يجيش كل ميزاب الشاعر,"الشاعر وأنا أنظر إلى وجه النبي صلى الله عليه وسلم يستسقي فما ينزل حتى يجيش كل ميزاب
","الشاعر وأنا أنظر إلى وجه النبي صلى الله عليه وسلم سمي فما ننزل حتى يجي ش كل ميزاب
",وأنا أنظر إلى وجه النبيصلى الله عليه وسلم يستسقي فما بنزل حتى يجيش كل ميزاب الشاعر
264,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1224x75 at 0x7FA1F87FF390>,"تعالى عنهما قال انطلق النبي صلى الله عليه وسلم في طائفة من أصحابه عامدين إلى سوق عكاظ
","تعالى عنهما قال انطلق البي صلى الله عليه وسلم في طائفة من أصحابه عامدين إلى سوق عكاظ
",عكاظ إلى صلى الله عليه وسلم في طائفة من أصحابه تعالى عنهما قال سوق عامدين النبي انطلق,"تعالى عنهما قال انطلق النبي صلى الله عليه وسلم في طائفة من أصحابه عامدين إلى سوق عكاظ
","تعالى عنهما قال انطلق البي صلى الله عليه وسلم في طائفة من أصحابه عامدين إلى سوق عكاظ
",عكاظ إلى صلى الله عليه وسلم في طائفة من أصحابه تعالى عنهما قال سوق عامدين النبي انطلق
265,<PIL.Image.Image image mode=RGB size=1361x103 at 0x7FA1F87C6D90>,"جلبابها وقال عبد الله بن رجاء حدثنا عمران حدثنا محمد بن سيرين حدثتنا أم عطية سمعت النبي
","ع

جلباها وقال عبد أللّد بن رجاء حدثنا عمران حدثا محمد بن سيرين حدثا أ معطيق ممعت الى
",عمران حدثنا محمد بن سيردن حدثثنا ارعطيتر سمعت النبي وقال عبد انذابن رجا . جلبانها حدااثنا,"جلبابها وقال عبد الله بن رجاء حدثنا عمران حدثنا محمد بن سيرين حدثتنا أم عطية سمعت النبي
","ع

جلباها وقال عبد أللد بن رجاء حدثنا عمران حدثا محمد بن سيرين حدثا أ معطيق ممعت الى
",عمران حدثنا محمد بن سيردن حدثثنا ارعطيتر سمعت النبي وقال عبد انذابن رجا . جلبانها حدااثنا
