,image,ground_truth,tesseract,easyocr,ground_truth_t,tesseract_t,easyocr_t
253,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1337x182 at 0x7BF63A67CE90>,ديليشيس يُعْتَبَر كَبِيراً نسبيا،حيث إِن النُمُوِّ القُوَى لَأَشْجار,"ديليشيس يَعْنَبَر كُبيراً نسبيااحيث إن النْمُو القَوَى تأشجار
",ديليلثيس رعتبر كبيراً ندبيا حيث إن النمو القوى لأًثدجار,ديليشيس يعتبر كبيرا نسبيا،حيث إن النمو القوى لأشجار,"ديليشيس يعنبر كبيرا نسبيااحيث إن النمو القوى تأشجار
",ديليلثيس رعتبر كبيرا ندبيا حيث إن النمو القوى لأثدجار
254,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1102x124 at 0x7BF63A67D0D0>,أَنَّ أَقْسَمَها إِلَى قسمين: نُقُوشٍ وَكِتاباتٍ غَيْرِ عَرَبِيّه,"مقسمين
", عربي آجتا بات أن أقسمها إتى قسمين : نقوش غير,أن أقسمها إلى قسمين: نقوش وكتابات غير عربيه,"مقسمين
", عربي آجتا بات أن أقسمها إتى قسمين : نقوش غير
255,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=877x158 at 0x7BF63A67CF90>,إِلَى جانِبِ الشِعْرِ فَمِن أَسْرار بَقائِها تَغَلْغُلِها فِي,"إلى جانب الشغر فَمِن أشرار بَقائْها تَمَلْغْلِها في
",بقائها تغلغلها إلى جانب الشغر فمن أسرار في,إلى جانب الشعر فمن أسرار بقائها تغلغلها في,"إلى جانب الشغر فمن أشرار بقائها تملغلها في
",بقائها تغلغلها إلى جانب الشغر فمن أسرار في
256,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1355x143 at 0x7BF63A67D550>,الإِنْشاءات أَحَدُ أَسْرار نَجاحِ المعهد. أَكَّدَ د.علي الزَيّات,"-
حَدٌ أ

حَدُ أشرار نَجاح المعهد. أَكّدَ د.علي الرَّيّات
",نجاح المعهد. أكد دعلي الزيات الانشاءات أحد ٤ أسرار,الإنشاءات أحد أسرار نجاح المعهد. أكد د.علي الزيات,"-
حد أ

حد أشرار نجاح المعهد. أكد د.علي الريات
",نجاح المعهد. أكد دعلي الزيات الانشاءات أحد ٤ أسرار
257,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1088x180 at 0x7BF63A67E7D0>,مِن الأَخْبار قَد مَأَنَت لَمَوْت الشِعْرِ الَّذِي قِيلَ,,الذي فل  الأًفبار فقًه تأنت لون ن الشثر,من الأخبار قد مأنت لموت الشعر الذي قيل,,الذي فل  الأفبار فقه تأنت لون ن الشثر
258,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=811x139 at 0x7BF63A67EC10>,أَو مِن صَنْعه اخرين، صَنَعُوها قبله، فَآخُذها مِن,"أو من صنعه اخرين, صَتعُوها قبله, فَآخحُذها مِن
",صنعوها قبلهء فآخذها آو من صنعه اخرين  من,أو من صنعه اخرين، صنعوها قبله، فآخذها من,"أو من صنعه اخرين, صتعوها قبله, فآخحذها من
",صنعوها قبلهء فآخذها آو من صنعه اخرين  من
259,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=945x134 at 0x7BF63A67F190>,رَأْسِ الحِصان وَبِدُونِ نَوافِذِ وَبِها مَسْقَطِ نور. هٰذا,"ع عر - 24 م وهم ‎١‏
‏راس الحصان وبدون نوافذ وها مسقط نور. هذا
",الحصان وبدون نوافذ وبها مسقط نوره هذا رآس,رأس الحصان وبدون نوافذ وبها مسقط نور. هذا,"ع عر - 24 م وهم ‎١‏
‏راس الحصان وبدون نوافذ وها مسقط نور. هذا
",الحصان وبدون نوافذ وبها مسقط نوره هذا رآس
260,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1295x124 at 0x7BF63A67F6D0>,فِي بَلْدَةِ تشيباو القديمه، تَرِي وَتَلْمُس التَغَيُّراتِ التارِيخِيَّةِ,"في بَلْدَةِ تشيباو القديمه. تَرِي وَتَلْمُس التَغَيْراتِ التارِيخِيّةٍ
",في بلدة تشيباو القديمه تري وتلمس التفثرات التاريخيةة,في بلدة تشيباو القديمه، تري وتلمس التغيرات التاريخية,"في بلدة تشيباو القديمه. تري وتلمس التغيرات التاريخية
",في بلدة تشيباو القديمه تري وتلمس التفثرات التاريخيةة
261,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=590x108 at 0x7BF63A67FAD0>,يَسْكُن المالِك واسرته.,"تلن امالك واسريه.
",بلن الاللل واسر ته .,يسكن المالك واسرته.,"تلن امالك واسريه.
",بلن الاللل واسر ته .
262,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1268x271 at 0x7BF63A67FB50>,"الوِلاياتِ المتحده. حِينِها فَقَط وَصَلَ الكِتابِ إِلَى ""القمه"".","الجلابات المتحده. حبنها فقط ؤصل الكناب إلى ""القمه"".
","الولابات المثحدة . حبنها فقط وصل الحثاب إآى "" القمه "".","الولايات المتحده. حينها فقط وصل الكتاب إلى ""القمه"".","الجلابات المتحده. حبنها فقط ؤصل الكناب إلى ""القمه"".
","الولابات المثحدة . حبنها فقط وصل الحثاب إآى "" القمه ""."
263,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1089x127 at 0x7BF6391FC290>,آسِيا وَكَذالكَ فِي الغاباتِ الواقِعَةِ فِي شَمالِ أُورُبّا,"آتيسيا وَكَدالكَ في الغاباتٍ الواقعة في شَّمال أُورْبا
",آ9ر با آسيا وكذالك في الغابات الواقعة في شمال,آسيا وكذالك في الغابات الواقعة في شمال أوربا,"آتيسيا وكدالك في الغابات الواقعة في شمال أوربا
",آ9ر با آسيا وكذالك في الغابات الواقعة في شمال
264,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=795x124 at 0x7BF6391FC710>,ما أَشْك فيه، لِأَنَّ الَّذِي يَنْعَل أَخْباره مِن,"ما أشك فيه أن الّذِى تقل أخباره مِن
",من ما أثك فيه لأنً الذى ينعل أخباره,ما أشك فيه، لأن الذي ينعل أخباره من,"ما أشك فيه أن الذى تقل أخباره من
",من ما أثك فيه لأن الذى ينعل أخباره
265,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=691x117 at 0x7BF6391FC4D0>,مِن مُؤَلِّفات أَبُو بَكْر الرازي,"ين مُزَلذات أبو ير الرازي
",من مؤلثفات أبو حر الرازي,من مؤلفات أبو بكر الرازي,"ين مزلذات أبو ير الرازي
",من مؤلثفات أبو حر الرازي
266,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=914x127 at 0x7BF6391FCA50>,"""الهمداني"" أَنَّهُ عاشَ ""مائه وَخَمْسُ وعشرين"" سَنَة وَلَو","""الصدالى ""أ عاش ""مات ومس وعشرررن "" سه ولو ولو
","""المدانى "" أنمً عاش "" ماته وجمس وعشررن "" سنة ولو","""الهمداني"" أنه عاش ""مائه وخمس وعشرين"" سنة ولو","""الصدالى ""أ عاش ""مات ومس وعشرررن "" سه ولو ولو
","""المدانى "" أنم عاش "" ماته وجمس وعشررن "" سنة ولو"
267,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=3328x149 at 0x7BF6391FCFD0>,أَمّا حدودها، فَلَم أَمّا حدودها، فَلَم يُعَيِّنها الكِتابِ اليُونانِ واللاتين تَعْيِيناً,"اما كلم ‎6١‏ كلم يعدّد
حدودهاء فلم أما حدودهاء فلم يَعَيّنها الكِتاب اليُونان واللاتين تغبينا
",يعينه الدتاب اليونن واللاتين تغيين فدم ام حدودها فدم اما حدوده,أما حدودها، فلم أما حدودها، فلم يعينها الكتاب اليونان واللاتين تعيينا,"اما كلم ‎6١‏ كلم يعدد
حدودهاء فلم أما حدودهاء فلم يعينها الكتاب اليونان واللاتين تغبينا
",يعينه الدتاب اليونن واللاتين تغيين فدم ام حدودها فدم اما حدوده
268,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1206x221 at 0x7BF6391FD710>,مِنهُما مُدَّتُها سنتان. وَيَنْخَرِط,"مِنهُما فُدَّتها سدتان. وَينخْرط
",منهما فدًتها سنتان. وينخرط,منهما مدتها سنتان. وينخرط,"منهما فدتها سدتان. وينخرط
",منهما فدتها سنتان. وينخرط
269,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=959x206 at 0x7BF6391FDD10>,تُهِنِيهِ وَعْيِ الاِنْتِماءِ,,الانيماء تهييد وغي,تهنيه وعي الانتماء,,الانيماء تهييد وغي
270,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=957x116 at 0x7BF6391FEF90>,إِسْماعِيل بِن إِبْراهِيم بِن عَبْد الحَمِيد بِن عَبْداللّٰه,"إشماعيل بن إئراهيم بن عَبْد الحمِيد بن عَبْدالله
",إسماعيل بن إبراهيم بن عبد الحميد بن عبدالله,إسماعيل بن إبراهيم بن عبد الحميد بن عبدالله,"إشماعيل بن إئراهيم بن عبد الحميد بن عبدالله
",إسماعيل بن إبراهيم بن عبد الحميد بن عبدالله
271,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=793x137 at 0x7BF6391FF510>,( مائِله أَو عَمُودَيْهِ ) دَوْراً مُهِمّاً فِي,"( مائله أو عَمُودَيْهِ ) دَوْراً مُهِمَاً في
",) مائله أو عموديه ( دوراً مهمًاً في,( مائله أو عموديه ) دورا مهما في,"( مائله أو عموديه ) دورا مهما في
",) مائله أو عموديه ( دورا مهما في
272,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=199x109 at 0x7BF6391FFAD0>,العرب،,,العرب.,العرب،,,العرب.
273,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1291x123 at 0x7BF6391FF310>,الضابِطِ لزمتك. سَأَلَت راجِح هَل بَلَغَ أَصْحابنا ظ ع ك،ث,"الضايط لزمئك. سألت راجح هل بلق أضداينا ظ م ك| أت
",الضعابط لزمتك . سرألت راجح قعل بلف أضحاينا ظع ك آ ث,الضابط لزمتك. سألت راجح هل بلغ أصحابنا ظ ع ك،ث,"الضايط لزمئك. سألت راجح هل بلق أضداينا ظ م ك| أت
",الضعابط لزمتك . سرألت راجح قعل بلف أضحاينا ظع ك آ ث
274,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1331x178 at 0x7BF6391FC7D0>,فِيهِ نُصُوصاً زَعَمَ إِنَّها تَرْجَماتٍ لِنُصُوصٍ المسند،,"فيه نُصُوصاً زَعَمَ إِنَّها تَرْجَماتٍ لِنُصُوصٍ المسند,
",فيه نصوصاً زعمً إنًها ترجمات لنصوص المسند,فيه نصوصا زعم إنها ترجمات لنصوص المسند،,"فيه نصوصا زعم إنها ترجمات لنصوص المسند,
",فيه نصوصا زعم إنها ترجمات لنصوص المسند
275,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1616x228 at 0x7BF63A690650>,تاجها مَعَ المَسافات المُسْتَخْدَمَةِ بَيِّنَ الاشجار. وَبِالتالِي لِمَعْرِفَةِ,"تاجهر قغ القسقاد الفشتفمقة بترلا شجار, وبالتالم ِقغْرقَة
",تاجها قق القسافات القستًف رقق بينالاشجار. وبالتالما يقفرقة,تاجها مع المسافات المستخدمة بين الاشجار. وبالتالي لمعرفة,"تاجهر قغ القسقاد الفشتفمقة بترلا شجار, وبالتالم قغرقة
",تاجها قق القسافات القستف رقق بينالاشجار. وبالتالما يقفرقة
276,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1459x158 at 0x7BF63A690210>,أَمّا عَن الفَنِّ فِي الاِصْطِلاح أَو فِي الاستعمال؛,"أفا عن الفَنْ في الإضطلاح أو في الاستعمال؛
",٤ الاستعمال ! الفن في الإضطلاح آصا أو في علن,أما عن الفن في الاصطلاح أو في الاستعمال؛,"أفا عن الفن في الإضطلاح أو في الاستعمال؛
",٤ الاستعمال ! الفن في الإضطلاح آصا أو في علن
277,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=411x124 at 0x7BF63A691310>,الصِينِ هٰذا العام.,"الصين هذا العام.
",هذا العام . الصين,الصين هذا العام.,"الصين هذا العام.
",هذا العام . الصين
278,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=610x106 at 0x7BF63A691290>,يُؤَدِّي اِبْتِعادُ كَوْكَبِ الأَرْضِ,"2 50 ع هج كوء
يُؤَدّي ِبْتِعادُ كَؤْكَبٍ الأَرْضٍ
", 9 يؤدي ابتعاد كوكب الأرض,يؤدي ابتعاد كوكب الأرض,"2 50 ع هج كوء
يؤدي بتعاد كؤكب الأرض
", 9 يؤدي ابتعاد كوكب الأرض
279,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1175x160 at 0x7BF63A691D10>,الأزمنه والأمكنه المتفرقه وهي بذلك ستميط اللثام لإيضاح,"الأخرضنه و الأمكنه ليه و بلللش سمط الام لضام
","داضاح = }لاكنه ستزه وي بذان ستما 2 الا زنت, _اللتام",الأزمنه والأمكنه المتفرقه وهي بذلك ستميط اللثام لإيضاح,"الأخرضنه و الأمكنه ليه و بلللش سمط الام لضام
","داضاح = }لاكنه ستزه وي بذان ستما 2 الا زنت, _اللتام"
280,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1448x195 at 0x7BF63A692550>,وَمَدارِكه لِيَكْتَشِف الكَوْنِ وَقَوانِينه وَطَبائِع المخلوقات. فَالإِنْسانُ,"وقداركه لِتَكْتَشْف الكؤن وقوانينه وطبائع المخلوقات. فَالإِنسانٌ
",وقوانينه وظبائع المخلوقات  فالإنسان وقداركه ليحتشف الكون,ومداركه ليكتشف الكون وقوانينه وطبائع المخلوقات. فالإنسان,"وقداركه لتكتشف الكؤن وقوانينه وطبائع المخلوقات. فالإنسان
",وقوانينه وظبائع المخلوقات  فالإنسان وقداركه ليحتشف الكون
281,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=960x161 at 0x7BF63A692A90>,تَصْلُح بَدِيلٍ لِأَوانِي الذَهَبِ وَالفِضَّة,"تضلح بَدِيلٍ لأوانى الدَّقَب وَالفِضَة
",والفضة تضلح بديل أوانئ الذقب,تصلح بديل لأواني الذهب والفضة,"تضلح بديل لأوانى الدقب والفضة
",والفضة تضلح بديل أوانئ الذقب
282,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=595x110 at 0x7BF63A6930D0>,"مَدِينَةِ ""صنعاء""، امدا،","مدينلة ""صنهعاء"". امدالء
","قدينة "" صنعاء "". امدا","مدينة ""صنعاء""، امدا،","مدينلة ""صنهعاء"". امدالء
","قدينة "" صنعاء "". امدا"
283,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1238x107 at 0x7BF63A693650>,بِالأَنْظِمَة البحريه، وَبَثَّ الثِقَةِ بِها وَالاِعْتِماد عَلَيها فِي,"0 فى
عتماد يها ذ
وَبَتّ الثقّة بها وَالإعْدٍ
نْظمّة البحريه وَبَّتّ ال
بالانظمَة الى عَليها
",٤ فى الثقة بها والاعتماد بالانظمة البحريه عليها وبثً,بالأنظمة البحريه، وبث الثقة بها والاعتماد عليها في,"0 فى
عتماد يها ذ
وبت الثقة بها والإعد
نظمة البحريه وبت ال
بالانظمة الى عليها
",٤ فى الثقة بها والاعتماد بالانظمة البحريه عليها وبث
284,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1081x169 at 0x7BF63A693C10>,لَنُقُوش الأَلْواح الحجريه، أَو لِلذَهابِ إِلَى الأَلْواح الحَجَرِيَّةِ,"تْمُوش رلوم ‎١‏ يه أ أو للد ب إِلَ ابزلُواع ‎١‏ و
",أو للذهاب إلى الأفواع الحجرثة  امجربها لفقوش  الألواع,لنقوش الألواح الحجريه، أو للذهاب إلى الألواح الحجرية,"تموش رلوم ‎١‏ يه أ أو للد ب إل ابزلواع ‎١‏ و
",أو للذهاب إلى الأفواع الحجرثة  امجربها لفقوش  الألواع
285,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=970x121 at 0x7BF63A692E90>,عِلْمِيَّةٍ عَن حَيَوانات جَزِيرَةِ العَرَبِ فِي العُصُورِ البرنزيه,"عِلْمِيّةِ عن حَيّوانات جَزِيرَةٍ القرب في العُضُورٍ البرنزيه
",البرنزيه علمثًةً غن حيوانات جزيرة العرب في العضور,علمية عن حيوانات جزيرة العرب في العصور البرنزيه,"علمية عن حيوانات جزيرة القرب في العضور البرنزيه
",البرنزيه علمثة غن حيوانات جزيرة العرب في العضور
286,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1223x206 at 0x7BF639160090>,مَكانَتِهِ الطَبِيعِيَّةِ اللازمه، وَيُؤَدِّي دَوْرَةِ فِي حَياةِ الفَرْدِ,"عكاتيو الطَبِيعِيَةَ اللازمه. وَيُؤّدْي وَوْرَةٍ في صَاةٍ الفزو

2
عسدسم
",تكاثته الطبيميًة اللازمه ويؤدًي دورؤ في قياة الفرد,مكانته الطبيعية اللازمه، ويؤدي دورة في حياة الفرد,"عكاتيو الطبيعية اللازمه. ويؤدي وورة في صاة الفزو

2
عسدسم
",تكاثته الطبيمية اللازمه ويؤدي دورؤ في قياة الفرد
287,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=834x129 at 0x7BF639160AD0>,إِلَى الدَرَجَة الَّتِي أَصْبَحَ لَدَى المُهْتَمِّينَ بِهِ مِن,"إلى الدرعة التى أضيح آدى المَوْنَصنَ به هر
",به مل إلى الدربة الئي أضيح لدى المهثمبن,إلى الدرجة التي أصبح لدى المهتمين به من,"إلى الدرعة التى أضيح آدى المونصن به هر
",به مل إلى الدربة الئي أضيح لدى المهثمبن
288,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1278x169 at 0x7BF639160CD0>,أَنَّ يَرِي هٰذا المَظْهَرُ الخارِجِيِّ مِمّا يُعَرِّض المَنْتُوج,"نير ي فهزا ريز المئار بي مز| يدض لتر
",الخار جي متا بعرض هنا الظ مر أن بري الشرع,أن يري هذا المظهر الخارجي مما يعرض المنتوج,"نير ي فهزا ريز المئار بي مز| يدض لتر
",الخار جي متا بعرض هنا الظ مر أن بري الشرع
289,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1265x159 at 0x7BF639161290>,أُيُونات الفِلُور والكلور الَّتِي تُهاجِم جُزَيْئات الأُوزُون وَتُحَطِّمها,"أأؤنات الور والكلور الت ماجم ميات الأوزون و كيرا
",و جغ يئات تر ج أيونات الفلور والكلور النتية تحطمها الأوزرون,أيونات الفلور والكلور التي تهاجم جزيئات الأوزون وتحطمها,"أأؤنات الور والكلور الت ماجم ميات الأوزون و كيرا
",و جغ يئات تر ج أيونات الفلور والكلور النتية تحطمها الأوزرون
290,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1777x223 at 0x7BF639161BD0>,الكِتابِ وَلٰكِن سَيَتَعايَشُوا مَعَهُ فِي بِيئَةُ أَدَبِيَّةٍ مُزْدَوِجَةٌ,"الكناب ول أكى سَبِتْعَايسوا ققه قي يبِبِنَهَ أَدببّةَ فزدودة

2
",قزدوية الحثا ولآ كن سنعابشوا معذ في ببئث أديبة,الكتاب ولكن سيتعايشوا معه في بيئة أدبية مزدوجة,"الكناب ول أكى سبتعايسوا ققه قي يببنه أدببة فزدودة

2
",قزدوية الحثا ولآ كن سنعابشوا معذ في ببئث أديبة
291,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=914x178 at 0x7BF639162210>,إِلَى المُدُنِ وَاِزْدادَت عَدَدٍ المَناجِم,"إلى المُدّن وإزدادت عَدَدٍ المَناجم
",وازدادت عدد المناجم إلى المدن,إلى المدن وازدادت عدد المناجم,"إلى المدن وإزدادت عدد المناجم
",وازدادت عدد المناجم إلى المدن
292,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=656x125 at 0x7BF639162690>,جِين تَأْو مُجَدِّداً عَلَى ضَرُورَةِ أَنَّ تُشَجِّع الحُكُوماتِ,,الحكومات جين تأو مجدداً على ضرورة أن تشجع,جين تأو مجددا على ضرورة أن تشجع الحكومات,,الحكومات جين تأو مجددا على ضرورة أن تشجع
293,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1338x195 at 0x7BF639162BD0>,"أَمّا حَدِيثٍ ""الاسلام يَهْدِم ما قبله""، فَهُوَ حَدِيثٍ","5-0
ا

قا حَوِيثٍ “الاسام يَهُوِمٍ ما قبله"" فَهُوَ حَدِيثْ
","آقا قديث "" الاسلام يفدم ما قبل ""٠ فهو حديث","أما حديث ""الاسلام يهدم ما قبله""، فهو حديث","5-0
ا

قا حويث “الاسام يهوم ما قبله"" فهو حديث
","آقا قديث "" الاسلام يفدم ما قبل ""٠ فهو حديث"
294,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=781x136 at 0x7BF639163250>,أَتَت آكُلها نِسْبِيّاً عَلَى مُسْتَوَى الماءِ الشروب. وَقَد,"أت آكدها نشيياًع م ففتو م الماءالشروب. واكم
",آقت آكلها نسبيآ على فشتوئ الماءالشروب . ذق,أتت آكلها نسبيا على مستوى الماء الشروب. وقد,"أت آكدها نشيياع م ففتو م الماءالشروب. واكم
",آقت آكلها نسبيآ على فشتوئ الماءالشروب . ذق
295,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1940x253 at 0x7BF639163750>,ظَهَرَت عِدَّةٍ مُصْطَلَحاتٍ تُقابِل مُصْطَلَحُ فلكلور؛ مِثْلَ الأَدَبِ,"آرم له وى آذ هه 0 آ آذ هه و سر 20
ظَهَّرَت عِذَّةِ مُضْطلَّحاتٍ تُقابل مُضْطَلَّحْ فلكلور؛ مِنْلَ الدب
- - - _- آ-
",مضطلح فلكلور; مثل عدًة مصطلحات الأدب تقابل ظهرت,ظهرت عدة مصطلحات تقابل مصطلح فلكلور؛ مثل الأدب,"آرم له وى آذ هه 0 آ آذ هه و سر 20
ظهرت عذة مضطلحات تقابل مضطلح فلكلور؛ منل الدب
- - - _- آ-
",مضطلح فلكلور; مثل عدة مصطلحات الأدب تقابل ظهرت
296,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=979x152 at 0x7BF639163CD0>,واوروبا، وَاِسْتَطاعَ أَنَّ يَتَأَقْلَم وَيَعِيش فِي مَناطِقِ شَدِيدَةٍ,, مناطق واوروباء واستطاع أنً يثتًأا ويعيش في  شد يدة,واوروبا، واستطاع أن يتأقلم ويعيش في مناطق شديدة,, مناطق واوروباء واستطاع أن يثتأا ويعيش في  شد يدة
297,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1236x156 at 0x7BF639163F90>,الخَيْمَةِ وحو نائِم بِكَلِماتِ لا أَفْهَمها مِثْلَ اِنْقَضَّ بِغَلَس لَهُ,"الخَيْمَة وحو ناثِم بكَلِماتِ لا أفهمها مِثْلَ إنقضّ بغلّس لَه
",له الخيمة وحو نائم بخلمات لا أفهمها مثن انقض بغلس,الخيمة وحو نائم بكلمات لا أفهمها مثل انقض بغلس له,"الخيمة وحو ناثم بكلمات لا أفهمها مثل إنقض بغلس له
",له الخيمة وحو نائم بخلمات لا أفهمها مثن انقض بغلس
298,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1060x133 at 0x7BF63A608210>,وِجْهَةِ نَظَرِ إِسْلامِيَّةٍ مَعَ تَقْدِيمِ عَرَضَ لِأَهَمِّ العِقْبان,"وجوة نكر إسلاميّة مع تقديم عضر لأهم العقبار
",العقبان كرضر وجهة ثظر إسلامبت مع يأهم ثقدبم,وجهة نظر إسلامية مع تقديم عرض لأهم العقبان,"وجوة نكر إسلامية مع تقديم عضر لأهم العقبار
",العقبان كرضر وجهة ثظر إسلامبت مع يأهم ثقدبم
299,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1449x184 at 0x7BF63A608C10>,مِن مَحْدُودَيْهِ الرُؤْيَة الاستشرافيه لِمُسْتَقْبَلِ المَجالِ وَيُرَجِّح تَحْكِيما,"مِن 5 خدوديه الزؤيّة الا 5-55 افيه (ذ ستَقبَل 6 جال ويرجح 57 كر 1
",من قخدوديو الزؤية الاستشرافيه يفستقبل القجال ويرجذح تخكيما,من محدوديه الرؤية الاستشرافيه لمستقبل المجال ويرجح تحكيما,"من 5 خدوديه الزؤية الا 5-55 افيه (ذ ستقبل 6 جال ويرجح 57 كر 1
",من قخدوديو الزؤية الاستشرافيه يفستقبل القجال ويرجذح تخكيما
300,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=976x141 at 0x7BF63A609110>,وِفْقاً لَها وَهِيَ لَيِسَت أُسُساً وَمَعايِير وَضْعِيّه وَإِنَّما,"02 2 > لشيس 1 ره ر ر
ونا اما فى ت امسا ومعايي روَصعثر وام
",وضعنه وإانما وفقاً كها وش ليست اسساً ومعاير,وفقا لها وهي ليست أسسا ومعايير وضعيه وإنما,"02 2 > لشيس 1 ره ر ر
ونا اما فى ت امسا ومعايي روصعثر وام
",وضعنه وإانما وفقا كها وش ليست اسسا ومعاير
301,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1035x153 at 0x7BF63A609650>,اسم رجل من رجال الآسرة المالكة لهمدان. وجعل,"المم رجلعن رساك الؤميرة: للكت لران. ومعل
","اماللق لعمدان , و جعل الم رجلعن رجال الآ سرة",اسم رجل من رجال الآسرة المالكة لهمدان. وجعل,"المم رجلعن رساك الؤميرة: للكت لران. ومعل
","اماللق لعمدان , و جعل الم رجلعن رجال الآ سرة"
302,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1025x128 at 0x7BF63A609C10>,الغالِبِ إِلَى شَخْصٍ واحد، تُخَصَّص بِأَخْبار الحَيْرَة وَمُلُوك,"الغالب إلى خص واحد, تخصّص بأخبار اير ولوك
",بأًخبار الحيرة وئلوك الغالب إل شغص واحدء تحخصًص,الغالب إلى شخص واحد، تخصص بأخبار الحيرة وملوك,"الغالب إلى خص واحد, تخصص بأخبار اير ولوك
",بأخبار الحيرة وئلوك الغالب إل شغص واحدء تحخصص
303,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1029x122 at 0x7BF63A60A0D0>,كانَ هٰذا العَجْزِ سَبَباً فِي إِضْعافِ السادَةِ الإِقْطاعِيَّيْنِ,"كات فا ار سسا 1
",كان هنا العجز سياًفي إشعاف السارة الإافطاعتحن,كان هذا العجز سببا في إضعاف السادة الإقطاعيين,"كات فا ار سسا 1
",كان هنا العجز سيافي إشعاف السارة الإافطاعتحن
304,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=897x107 at 0x7BF63A60A690>,سُفُنهم مِن القرصانه وَلِلاِتِّجار مَعَ الاعراب، وَلِتَمْوِين رِجالِ,"شفُنهم مِن القرصانه وَلِلإِتِّجَار مَعَْ اكاعراب, وَلِتَمُوينَ رجال
",من القرمانه وللاتجار مع الاعاب ولتموين رجال سفنهم,سفنهم من القرصانه وللاتجار مع الاعراب، ولتموين رجال,"شفنهم من القرصانه وللإتجار مع اكاعراب, ولتموين رجال
",من القرمانه وللاتجار مع الاعاب ولتموين رجال سفنهم
305,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1244x161 at 0x7BF63A60AD10>,سَنَواتٍ طَوِيلَةٍ مِن بَيِّنَها ححر غَيْرِ شَفّاف حَلْيِي,"ته ره 54 هه سلب مسا صة لني ص6
تت .

سمو يلة من بينها خر عير
- هع لس - - 9

كما
",شفاف حر سنوات طويلة من بينها غير,سنوات طويلة من بينها ححر غير شفاف حليي,"ته ره 54 هه سلب مسا صة لني ص6
تت .

سمو يلة من بينها خر عير
- هع لس - - 9

كما
",شفاف حر سنوات طويلة من بينها غير
