,image,ground_truth,qari,ground_truth_t,qari_t
240,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=706x125 at 0x7575C81C6690>,عَثَرَت عَلَيهِ البِعْثَةُ صُور نَحَتَت عَلَى أَحْجار تُمَثِّل,عَثَّرْتُ عَلَيْهِ الْبِغْثَةَ صُورٌ نَحْتَتَ عَلَى أَخْجَارٍ تَمَّيلٌ,عثرت عليه البعثة صور نحتت على أحجار تمثل,عثرت عليه البغثة صور نحتت على أخجار تميل
241,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1315x114 at 0x7575C81C6C10>,النقدي، وَبَطالَة حامِلِي الشهادات، وَضُعْفِ التَكْوِيناتِ الأَساسِيَّةِ (القراءه،,النقدي، وبطالة حامي الشهادات، وضعف التكوينات الأساسية (القراءة،,النقدي، وبطالة حاملي الشهادات، وضعف التكوينات الأساسية (القراءه،,النقدي، وبطالة حامي الشهادات، وضعف التكوينات الأساسية (القراءة،
242,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1250x168 at 0x7575C81C7190>,أَنَّ الخَزَف وَالحَجّارَةِ يَحْسُوانِ أَلِدهنَّ حَسُّوا قال: جَعَلَت,إن الزنف والتجارة تنسوان اللذهن حسوا قال: بِكُلّت,أن الخزف والحجارة يحسوان ألدهن حسوا قال: جعلت,إن الزنف والتجارة تنسوان اللذهن حسوا قال: بكلت
243,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1169x174 at 0x7575C81C7710>,العامِّ لِحِمايَةِ الاِسْتِقْرارِ الاِجْتِماعِيِّ وَمِن المُتَوَقَّعِ الآنَ أَنَّ,العامُّ لِحمايةِ الإِستِقْرَارِ الاجْتمَاعيِّ وَمن المُوَقِّعِ الآنَ أنَّ,العام لحماية الاستقرار الاجتماعي ومن المتوقع الآن أن,العام لحماية الإستقرار الاجتماعي ومن الموقع الآن أن
244,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=487x111 at 0x7575C81C7C90>,"مَحَطَّ أَنْظارِ الاخرين""..",مَحْطَّ أَنْظَارِ الْاْخْرِينَ...,"محط أنظار الاخرين""..",محط أنظار الاخرين...
245,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1185x158 at 0x7575C81D0290>,وَيُظْهَر أَنَّهُ وَغَيْره قَد تَوَصَّلُوا إِلَى هٰذا الرَأْيِ,وَيُظْهِرُ أَنَّهُ وَغَيْرُهُ قَدْ تَوَصَّلُوا إِلَى هَذَا الرَّأِيِّ,ويظهر أنه وغيره قد توصلوا إلى هذا الرأي,ويظهر أنه وغيره قد توصلوا إلى هذا الرأي
246,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1196x169 at 0x7575C81D07D0>,مِن جانِبِ آخَرِ يَلْعَب المَكانِ وَكَيْفِيَّةِ سقرط الأَشِعَّة,من جانب آخر يلعب المكان وكيفية سقوط الأشعة,من جانب آخر يلعب المكان وكيفية سقرط الأشعة,من جانب آخر يلعب المكان وكيفية سقوط الأشعة
247,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=391x111 at 0x7575C81D0D50>,مِئَوِيَّةِ تَحْتَ الصِفْرِ,: مَثْوِيَةٌ تَخْتَ الصِّفْرِ,مئوية تحت الصفر,: مثوية تخت الصفر
248,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=878x104 at 0x7575C81D12D0>,اِخْتِزالها فِي العَمَلِ الدِبلُوماسِيُّ الرَسْمِيِّ فَحَسْب ؛ ذٰلِكَ,". . : "" . .""",اختزالها في العمل الدبلوماسي الرسمي فحسب ؛ ذلك,". . : "" . ."""
249,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=718x144 at 0x7575C81D1850>,أَهَمَّ المُشْكِلاتِ فِي هٰذِهِ الإِمارَة,,أهم المشكلات في هذه الإمارة,
250,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1195x170 at 0x7575C81D1DD0>,فَهِيَ طاقات شَمْسِيَّة مختزنه أَنْتَجَتْها خِلالَ ملاين السِنِينَ,"' : ""فَرِيحَى طَاقَاتٍ شَعْبِيَّةٍ مُحْتَدِثَةٍ أَنْتَجَجَّمَا خَالِدًا صَادِقًا بِالسِّنَينَ""",فهي طاقات شمسية مختزنه أنتجتها خلال ملاين السنين,"' : ""فريحى طاقات شعبية محتدثة أنتججما خالدا صادقا بالسنين"""
251,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1049x112 at 0x7575C81D2350>,أَطْلَقَت عَلَى العَرَبِ لِما اِشْتَهَرَ عَنهُم صَحْراوِيُّونَ,أطلقت على العرب لما اشتهر عنهم صحراويون,أطلقت على العرب لما اشتهر عنهم صحراويون,أطلقت على العرب لما اشتهر عنهم صحراويون
252,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1152x150 at 0x7575C81D28D0>,تَحَرُّكاتِ ارضه، حَتَّى جَعَلَتْها عَلَى الشَكْلِ الَّذِي نَراه,تتحركات ارضه، حتى جعلتها على الشكل الذي نراه,تحركات ارضه، حتى جعلتها على الشكل الذي نراه,تتحركات ارضه، حتى جعلتها على الشكل الذي نراه
253,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1337x182 at 0x7575C81D2E50>,ديليشيس يُعْتَبَر كَبِيراً نسبيا،حيث إِن النُمُوِّ القُوَى لَأَشْجار,ديليشيس يُعتبر كبيراً نسبيا حيث إن النمو القوى لا شجار,ديليشيس يعتبر كبيرا نسبيا،حيث إن النمو القوى لأشجار,ديليشيس يعتبر كبيرا نسبيا حيث إن النمو القوى لا شجار
254,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1102x124 at 0x7575C81D33D0>,أَنَّ أَقْسَمَها إِلَى قسمين: نُقُوشٍ وَكِتاباتٍ غَيْرِ عَرَبِيّه,أَنَّ أَقْسَمَهَا إِلَى قَسْمِينَ: نُقُوْشٌ وَكِتَابَاتٍ غَيْرِ عَرَبِيَّةٍ,أن أقسمها إلى قسمين: نقوش وكتابات غير عربيه,أن أقسمها إلى قسمين: نقوش وكتابات غير عربية
255,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=877x158 at 0x7575C81D3950>,إِلَى جانِبِ الشِعْرِ فَمِن أَسْرار بَقائِها تَغَلْغُلِها فِي,إِلَى جَانِبِ الشَّعْرِ فَمِن أَسْرَارِ بَقَائِهَا تَغْلُّبُّهَا فِي,إلى جانب الشعر فمن أسرار بقائها تغلغلها في,إلى جانب الشعر فمن أسرار بقائها تغلبها في
256,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1355x143 at 0x7575C81D3ED0>,الإِنْشاءات أَحَدُ أَسْرار نَجاحِ المعهد. أَكَّدَ د.علي الزَيّات,الإنْشاءات أَحدُ أسْرار نِجاح المعهد. أَكَدَّ د. علي الزَّيَّات,الإنشاءات أحد أسرار نجاح المعهد. أكد د.علي الزيات,الإنشاءات أحد أسرار نجاح المعهد. أكد د. علي الزيات
257,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1088x180 at 0x7575C81DC490>,مِن الأَخْبار قَد مَأَنَت لَمَوْت الشِعْرِ الَّذِي قِيلَ,من الأَجْهَار قَدْ مَاكَنَتْ لُوْتُ الشَّغْرِ الَّذِي قَيلَ,من الأخبار قد مأنت لموت الشعر الذي قيل,من الأجهار قد ماكنت لوت الشغر الذي قيل
258,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=811x139 at 0x7575C81DCA10>,أَو مِن صَنْعه اخرين، صَنَعُوها قبله، فَآخُذها مِن,أو من صُنَعَهُ أخْرِينَ، صَنَعُواها قبله، فَآخُذُها مِنْ,أو من صنعه اخرين، صنعوها قبله، فآخذها من,أو من صنعه أخرين، صنعواها قبله، فآخذها من
259,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=945x134 at 0x7575C81DCF90>,رَأْسِ الحِصان وَبِدُونِ نَوافِذِ وَبِها مَسْقَطِ نور. هٰذا,.,رأس الحصان وبدون نوافذ وبها مسقط نور. هذا,.
260,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1295x124 at 0x7575C81DD510>,فِي بَلْدَةِ تشيباو القديمه، تَرِي وَتَلْمُس التَغَيُّراتِ التارِيخِيَّةِ,في بلدة تشيباو القديمة، ترى وتلمس التغييرات التاريخية,في بلدة تشيباو القديمه، تري وتلمس التغيرات التاريخية,في بلدة تشيباو القديمة، ترى وتلمس التغييرات التاريخية
261,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=590x108 at 0x7575C81DDA90>,يَسْكُن المالِك واسرته.,بَيْنَ اللَّهِ وَاسْرِتْهُ.,يسكن المالك واسرته.,بين الله واسرته.
262,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1268x271 at 0x7575C81DE010>,"الوِلاياتِ المتحده. حِينِها فَقَط وَصَلَ الكِتابِ إِلَى ""القمه"".",الولايات المتحدة. حينها فقط وصل الكتاب إلى القمة.,"الولايات المتحده. حينها فقط وصل الكتاب إلى ""القمه"".",الولايات المتحدة. حينها فقط وصل الكتاب إلى القمة.
263,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1089x127 at 0x7575C81DE590>,آسِيا وَكَذالكَ فِي الغاباتِ الواقِعَةِ فِي شَمالِ أُورُبّا,آيِياَوَكَذَالِكَفِيالغَابَاتِالواقِعَةِفيشَمالِأُوزُبَا,آسيا وكذالك في الغابات الواقعة في شمال أوربا,آيياوكذالكفيالغاباتالواقعةفيشمالأوزبا
264,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=795x124 at 0x7575C81DEB10>,ما أَشْك فيه، لِأَنَّ الَّذِي يَنْعَل أَخْباره مِن,ما أَشْكَفِيهِ، لَّكُنَّ الَّذِي يَنْعَلُّ أَخْبارهِ مِنْ,ما أشك فيه، لأن الذي ينعل أخباره من,ما أشكفيه، لكن الذي ينعل أخباره من
265,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=691x117 at 0x7575C81DF090>,مِن مُؤَلِّفات أَبُو بَكْر الرازي,من مُولّفات أبي بكر الرازي,من مؤلفات أبو بكر الرازي,من مولفات أبي بكر الرازي
266,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=914x127 at 0x7575C81DF610>,"""الهمداني"" أَنَّهُ عاشَ ""مائه وَخَمْسُ وعشرين"" سَنَة وَلَو","الحمداني ""أنتَ عاشُ"" ماتته وخمسم وعشرين سنةً وَلَوْ","""الهمداني"" أنه عاش ""مائه وخمس وعشرين"" سنة ولو","الحمداني ""أنت عاش"" ماتته وخمسم وعشرين سنة ولو"
267,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=3328x149 at 0x7575C81DFB90>,أَمّا حدودها، فَلَم أَمّا حدودها، فَلَم يُعَيِّنها الكِتابِ اليُونانِ واللاتين تَعْيِيناً,اِمَّا حُدودَهَا، فَلَمْ يُعِيَّنَّ الْكِتَابُ اليُونانِ واللاَتينِ تَغْيِينَا,أما حدودها، فلم أما حدودها، فلم يعينها الكتاب اليونان واللاتين تعيينا,اما حدودها، فلم يعين الكتاب اليونان واللاتين تغيينا
268,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1206x221 at 0x7575C81E4150>,مِنهُما مُدَّتُها سنتان. وَيَنْخَرِط,منهما مُدْتُها سنتتان. وَيُنْخَرِط,منهما مدتها سنتان. وينخرط,منهما مدتها سنتتان. وينخرط
269,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=959x206 at 0x7575C81E46D0>,تُهِنِيهِ وَعْيِ الاِنْتِماءِ,الانتماء وَعُيْ تَهْنِينَهْ,تهنيه وعي الانتماء,الانتماء وعي تهنينه
270,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=957x116 at 0x7575C81E4C50>,إِسْماعِيل بِن إِبْراهِيم بِن عَبْد الحَمِيد بِن عَبْداللّٰه,إِسْمَاعِيلُ بِنِ إِبْراَهِيمِ بِنِ عَبْدِ اللَّهِ الدَّحْمِيدِ بِنِ عَبْدِ اللَّهِ,إسماعيل بن إبراهيم بن عبد الحميد بن عبدالله,إسماعيل بن إبراهيم بن عبد الله الدحميد بن عبد الله
271,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=793x137 at 0x7575C81E51D0>,( مائِله أَو عَمُودَيْهِ ) دَوْراً مُهِمّاً فِي,(مائله أو عموديه) دوراً مهماً في,( مائله أو عموديه ) دورا مهما في,(مائله أو عموديه) دورا مهما في
272,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=199x109 at 0x7575C81E5750>,العرب،,العرب،,العرب،,العرب،
273,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1291x123 at 0x7575C81E5CD0>,الضابِطِ لزمتك. سَأَلَت راجِح هَل بَلَغَ أَصْحابنا ظ ع ك،ث,الخياط لا همك. شاءت الأحمر بهل يلبأ أضحيينا خطابات,الضابط لزمتك. سألت راجح هل بلغ أصحابنا ظ ع ك،ث,الخياط لا همك. شاءت الأحمر بهل يلبأ أضحيينا خطابات
274,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1331x178 at 0x7575C81E6290>,فِيهِ نُصُوصاً زَعَمَ إِنَّها تَرْجَماتٍ لِنُصُوصٍ المسند،,فيه نُصوصاً زَعَمْ إنَّها تَرْجِماتٍ لِنُصُوصِ المُسْنِد،,فيه نصوصا زعم إنها ترجمات لنصوص المسند،,فيه نصوصا زعم إنها ترجمات لنصوص المسند،
275,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1616x228 at 0x7575C81E67D0>,تاجها مَعَ المَسافات المُسْتَخْدَمَةِ بَيِّنَ الاشجار. وَبِالتالِي لِمَعْرِفَةِ,: تاجها قعَ القسَافِات المُشْتَمَقَة يَبْيَنَ الأشجار. وَبِالاِحْلَقَةِ غُرَفَةٌ,تاجها مع المسافات المستخدمة بين الاشجار. وبالتالي لمعرفة,: تاجها قع القسافات المشتمقة يبين الأشجار. وبالاحلقة غرفة
276,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1459x158 at 0x7575C81E6D50>,أَمّا عَن الفَنِّ فِي الاِصْطِلاح أَو فِي الاستعمال؛,أَما عن القرآن في الإِضْطلاح أو في الاستعمال:,أما عن الفن في الاصطلاح أو في الاستعمال؛,أما عن القرآن في الإضطلاح أو في الاستعمال:
277,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=411x124 at 0x7575C81E72D0>,الصِينِ هٰذا العام.,الصين هذا العام.,الصين هذا العام.,الصين هذا العام.
278,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=610x106 at 0x7575C81E7850>,يُؤَدِّي اِبْتِعادُ كَوْكَبِ الأَرْضِ,يُوْدِي إِبْتِعاَدُ كُوْكَبِ الأَرْضِ,يؤدي ابتعاد كوكب الأرض,يودي إبتعاد كوكب الأرض
279,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1175x160 at 0x7575C81E7DD0>,الأزمنه والأمكنه المتفرقه وهي بذلك ستميط اللثام لإيضاح,الزمن، الأعلان، المتفرقة، وهي بنك ستيلا اللاتام، الإنتاج,الأزمنه والأمكنه المتفرقه وهي بذلك ستميط اللثام لإيضاح,الزمن، الأعلان، المتفرقة، وهي بنك ستيلا اللاتام، الإنتاج
280,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1448x195 at 0x7575C81F4390>,وَمَدارِكه لِيَكْتَشِف الكَوْنِ وَقَوانِينه وَطَبائِع المخلوقات. فَالإِنْسانُ,قداركِه يُكتشف الكون وقوانينه وظباء المخلوقات. فالإنسان,ومداركه ليكتشف الكون وقوانينه وطبائع المخلوقات. فالإنسان,قداركه يكتشف الكون وقوانينه وظباء المخلوقات. فالإنسان
281,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=960x161 at 0x7575C81F4910>,تَصْلُح بَدِيلٍ لِأَوانِي الذَهَبِ وَالفِضَّة,تُصلحُ بجِيلٍٍّ وانى الدَّهْبِِ والفضَّة,تصلح بديل لأواني الذهب والفضة,تصلح بجيل وانى الدهب والفضة
282,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=595x110 at 0x7575C81F4E90>,"مَدِينَةِ ""صنعاء""، امدا،","مَدِينَةٌ ""صنعاء""، امدا.","مدينة ""صنعاء""، امدا،","مدينة ""صنعاء""، امدا."
283,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1238x107 at 0x7575C81F5410>,بِالأَنْظِمَة البحريه، وَبَثَّ الثِقَةِ بِها وَالاِعْتِماد عَلَيها فِي,بالأنظمة البحرية، وبث الثقة بها والاعتماد عليها في,بالأنظمة البحريه، وبث الثقة بها والاعتماد عليها في,بالأنظمة البحرية، وبث الثقة بها والاعتماد عليها في
284,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1081x169 at 0x7575C81F5990>,لَنُقُوش الأَلْواح الحجريه، أَو لِلذَهابِ إِلَى الأَلْواح الحَجَرِيَّةِ,نَتَّقُوشِ الْأَلْوَاحِ الْجَمِيْرِيَّةِ، أَوْ لِلْهَابِ إِلَى الْأَلْوَاحِ الْجَمِيْرِيَّةِ,لنقوش الألواح الحجريه، أو للذهاب إلى الألواح الحجرية,نتقوش الألواح الجميرية، أو للهاب إلى الألواح الجميرية
285,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=970x121 at 0x7575C81F5F10>,عِلْمِيَّةٍ عَن حَيَوانات جَزِيرَةِ العَرَبِ فِي العُصُورِ البرنزيه,علمية عن حيوانات جزيرة العرب في العصور البرنزية,علمية عن حيوانات جزيرة العرب في العصور البرنزيه,علمية عن حيوانات جزيرة العرب في العصور البرنزية
286,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1223x206 at 0x7575C81F6490>,مَكانَتِهِ الطَبِيعِيَّةِ اللازمه، وَيُؤَدِّي دَوْرَةِ فِي حَياةِ الفَرْدِ,": ""فكانَتْهُ الطَّبيعِيَّةُ اللَّزْمَهُ، وَيُؤْدِّي دَوْرَةٍ فِي حَياةِ النَّفْسِ.""",مكانته الطبيعية اللازمه، ويؤدي دورة في حياة الفرد,": ""فكانته الطبيعية اللزمه، ويؤدي دورة في حياة النفس."""
287,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=834x129 at 0x7575C81F6A10>,إِلَى الدَرَجَة الَّتِي أَصْبَحَ لَدَى المُهْتَمِّينَ بِهِ مِن,إلى الدراجة التي أُصِبح لدى القهوة من بينه من,إلى الدرجة التي أصبح لدى المهتمين به من,إلى الدراجة التي أصبح لدى القهوة من بينه من
288,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1278x169 at 0x7575C81F6F90>,أَنَّ يَرِي هٰذا المَظْهَرُ الخارِجِيِّ مِمّا يُعَرِّض المَنْتُوج,أنا أجري هنا الضرر الخارجي مما يعرض التشريع,أن يري هذا المظهر الخارجي مما يعرض المنتوج,أنا أجري هنا الضرر الخارجي مما يعرض التشريع
289,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1265x159 at 0x7575C81F7510>,أُيُونات الفِلُور والكلور الَّتِي تُهاجِم جُزَيْئات الأُوزُون وَتُحَطِّمها,أُيونات الفلور والك التي تساهم بجزيئات الأوزون وتحيط بها,أيونات الفلور والكلور التي تهاجم جزيئات الأوزون وتحطمها,أيونات الفلور والك التي تساهم بجزيئات الأوزون وتحيط بها
290,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1777x223 at 0x7575C81F7A90>,الكِتابِ وَلٰكِن سَيَتَعايَشُوا مَعَهُ فِي بِيئَةُ أَدَبِيَّةٍ مُزْدَوِجَةٌ,الكتاب الأول سينشوا ملكة في أرية مدرسة,الكتاب ولكن سيتعايشوا معه في بيئة أدبية مزدوجة,الكتاب الأول سينشوا ملكة في أرية مدرسة
291,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=914x178 at 0x7575C81FC050>,إِلَى المُدُنِ وَاِزْدادَت عَدَدٍ المَناجِم,إِلَى الْمُدْنِ وَازْدَادَتْ عَدْدٍ المَناجِم,إلى المدن وازدادت عدد المناجم,إلى المدن وازدادت عدد المناجم
292,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=656x125 at 0x7575C81FC5D0>,جِين تَأْو مُجَدِّداً عَلَى ضَرُورَةِ أَنَّ تُشَجِّع الحُكُوماتِ,جِين تأوُ مُجدِداً على ضرورة أنْ تُشجِع الحكومات,جين تأو مجددا على ضرورة أن تشجع الحكومات,جين تأو مجددا على ضرورة أن تشجع الحكومات
293,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1338x195 at 0x7575C81FCB50>,"أَمّا حَدِيثٍ ""الاسلام يَهْدِم ما قبله""، فَهُوَ حَدِيثٍ","أَماَّ حَدِيثُ ""الإسلام يُفْهم ما قبله""، فَهَوَ حَدِيثٌ","أما حديث ""الاسلام يهدم ما قبله""، فهو حديث","أما حديث ""الإسلام يفهم ما قبله""، فهو حديث"
294,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=781x136 at 0x7575C81FD0D0>,أَتَت آكُلها نِسْبِيّاً عَلَى مُسْتَوَى الماءِ الشروب. وَقَد,أَتَّبَعْنَا كُلُّمَا يَشْيِدُ أَعْلَمُ قَسْطَوَةَ الْمَالِ الشَّرِيبِ وَقَامُ,أتت آكلها نسبيا على مستوى الماء الشروب. وقد,أتبعنا كلما يشيد أعلم قسطوة المال الشريب وقام
295,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1940x253 at 0x7575C81FD650>,ظَهَرَت عِدَّةٍ مُصْطَلَحاتٍ تُقابِل مُصْطَلَحُ فلكلور؛ مِثْلَ الأَدَبِ,ظَهَرْت عِدَّة مُضْطَلَحات تُقابِل مُضْطَلَحٌ فلكلور؛ مِثْل الأَذَابِ,ظهرت عدة مصطلحات تقابل مصطلح فلكلور؛ مثل الأدب,ظهرت عدة مضطلحات تقابل مضطلح فلكلور؛ مثل الأذاب
296,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=979x152 at 0x7575C81FDBD0>,واوروبا، وَاِسْتَطاعَ أَنَّ يَتَأَقْلَم وَيَعِيش فِي مَناطِقِ شَدِيدَةٍ,وأوروبا، وإمْتَطاع أن نيتَقا قلَم ويعيش في مناطق شديدة,واوروبا، واستطاع أن يتأقلم ويعيش في مناطق شديدة,وأوروبا، وإمتطاع أن نيتقا قلم ويعيش في مناطق شديدة
297,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1236x156 at 0x7575C81FE150>,الخَيْمَةِ وحو نائِم بِكَلِماتِ لا أَفْهَمها مِثْلَ اِنْقَضَّ بِغَلَس لَهُ,الخَيْمَةِ وحو نائِم بِكُلِّ مَا لا أَفْهَمْهَا مِثْلَ إِنْقَضَ بِغَلَس لَهُ,الخيمة وحو نائم بكلمات لا أفهمها مثل انقض بغلس له,الخيمة وحو نائم بكل ما لا أفهمها مثل إنقض بغلس له
298,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1060x133 at 0x7575C81FE6D0>,وِجْهَةِ نَظَرِ إِسْلامِيَّةٍ مَعَ تَقْدِيمِ عَرَضَ لِأَهَمِّ العِقْبان,وجهة نظر إسلامية مع تقدير كاذب للآهم العقابان,وجهة نظر إسلامية مع تقديم عرض لأهم العقبان,وجهة نظر إسلامية مع تقدير كاذب للآهم العقابان
299,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1449x184 at 0x7575C81FEC50>,مِن مَحْدُودَيْهِ الرُؤْيَة الاستشرافيه لِمُسْتَقْبَلِ المَجالِ وَيُرَجِّح تَحْكِيما,من مُحدُودِيَهِ الرُّوْيَةِ الاستشارفية يُمشَتَقِبِ القجال وُيرجّح تَحكيما,من محدوديه الرؤية الاستشرافيه لمستقبل المجال ويرجح تحكيما,من محدوديه الروية الاستشارفية يمشتقب القجال ويرجح تحكيما
300,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=976x141 at 0x7575C81FF1D0>,وِفْقاً لَها وَهِيَ لَيِسَت أُسُساً وَمَعايِير وَضْعِيّه وَإِنَّما,", .",وفقا لها وهي ليست أسسا ومعايير وضعيه وإنما,", ."
301,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1035x153 at 0x7575C81FF750>,اسم رجل من رجال الآسرة المالكة لهمدان. وجعل,السم رجل من رحال الأسرة المكلة لعدان، وبجعل,اسم رجل من رجال الآسرة المالكة لهمدان. وجعل,السم رجل من رحال الأسرة المكلة لعدان، وبجعل
302,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1025x128 at 0x7575C81FFCD0>,الغالِبِ إِلَى شَخْصٍ واحد، تُخَصَّص بِأَخْبار الحَيْرَة وَمُلُوك,: الغَالِبُ إِلَى شَخصٍ وَاحِدٌ، تَحْصَصُ بَأْخْبارِ الحِجَرَةِ وَمُلُوكِ,الغالب إلى شخص واحد، تخصص بأخبار الحيرة وملوك,: الغالب إلى شخص واحد، تحصص بأخبار الحجرة وملوك
303,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1029x122 at 0x7575C80082D0>,كانَ هٰذا العَجْزِ سَبَباً فِي إِضْعافِ السادَةِ الإِقْطاعِيَّيْنِ,"' ? , ( ) .",كان هذا العجز سببا في إضعاف السادة الإقطاعيين,"' ? , ( ) ."
304,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=897x107 at 0x7575C8008810>,سُفُنهم مِن القرصانه وَلِلاِتِّجار مَعَ الاعراب، وَلِتَمْوِين رِجالِ,", .",سفنهم من القرصانه وللاتجار مع الاعراب، ولتموين رجال,", ."
305,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1244x161 at 0x7575C8008D90>,سَنَواتٍ طَوِيلَةٍ مِن بَيِّنَها ححر غَيْرِ شَفّاف حَلْيِي,سنوات طويلة من بينها خر غير شفاف حلي,سنوات طويلة من بينها ححر غير شفاف حليي,سنوات طويلة من بينها خر غير شفاف حلي
306,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1931x172 at 0x7575C8009310>,مشمس، دراق، غيظ، ناء ،بث ،نسر,نسر، بث، ناء، غيظ، دراق، مشمس,مشمس، دراق، غيظ، ناء ،بث ،نسر,نسر، بث، ناء، غيظ، دراق، مشمس
307,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=386x123 at 0x7575C8009890>,بِنايَةِ قِصَّة خاصَّةٍ,نَاحِيَةٌ وَقْصَةٌ خَاصَّةٌ,بناية قصة خاصة,ناحية وقصة خاصة
308,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1475x160 at 0x7575C8009E10>,مِنها بِصُورَةٍ تجاريه، تَأْتِيها بِأَرْياح حسنه، وَاِكْتَفَت بِتَوْسِيعِ,منها بُصورةٌ تجارية، نأتيها بأزياح حسنها، وإكتفت بثوسيع,منها بصورة تجاريه، تأتيها بأرياح حسنه، واكتفت بتوسيع,منها بصورة تجارية، نأتيها بأزياح حسنها، وإكتفت بثوسيع
309,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1137x124 at 0x7575C800A390>,وَاِسْتَخْدَمَت فِي إِصْلاحه الوَسائِلِ العِلْمِيَّةِ الحديثه. وَ أَمّا,واستخدَمت في إصلاحه الوسائل العلميّة الحديثة. وآمَّا,واستخدمت في إصلاحه الوسائل العلمية الحديثه. و أما,واستخدمت في إصلاحه الوسائل العلمية الحديثة. وآما
