,image,ground_truth,qwenv2.5_3B,ground_truth_t,qwenv2.5_3B_t
471,<PIL.Image.Image image mode=RGB size=901x75 at 0x7B405DF7F9D0>,"بن أبي هلال وعدة وكان محمد بن المنكدر يكنى بأبي بكر وأبي عبد الله
","""عند أخذك يا أبي، كنت أتذكر محمد بن المذكروني بأبي بك رأي""

    :

""   ,     -   ' .""","بن أبي هلال وعدة وكان محمد بن المنكدر يكنى بأبي بكر وأبي عبد الله
","""عند أخذك يا أبي، كنت أتذكر محمد بن المذكروني بأبي بك رأي""

    :

""   ,     -   ' ."""
472,<PIL.Image.Image image mode=RGB size=1117x77 at 0x7B405DF17C50>,"وسلم جاءنا بالبينات والهدى فآمنا وأجبنا واتبعنا وصدقنا فيقال له نم صالحا قد كنا نعلم
","'       :

وسيتم جعل البيانات والمزيد من البيانات وجميعها فيديو لا مصداقية قد تكون","وسلم جاءنا بالبينات والهدى فآمنا وأجبنا واتبعنا وصدقنا فيقال له نم صالحا قد كنا نعلم
","'       :

وسيتم جعل البيانات والمزيد من البيانات وجميعها فيديو لا مصداقية قد تكون"
473,<PIL.Image.Image image mode=RGB size=1579x83 at 0x7B405DF27ED0>,"يصلي بصلاته والناس يصلون بصلاة أبي بكر فقال برأسه نعم رواه أبو داود عن شعبة عن الأعمش
","الصيغة العربية في الصورة هي:

""بموجب ذلك، فإن مجموعات \( \_1, \_2, \, \_ \) تسمى مجموعة محددة من الأصناف.""

ترجمة النص إلى اللغة الإنجليزية هي:

""  ,   \( \_1, \_2, \, \_ \)       .""","يصلي بصلاته والناس يصلون بصلاة أبي بكر فقال برأسه نعم رواه أبو داود عن شعبة عن الأعمش
","الصيغة العربية في الصورة هي:

""بموجب ذلك، فإن مجموعات \( \_1, \_2, \, \_ \) تسمى مجموعة محددة من الأصناف.""

ترجمة النص إلى اللغة الإنجليزية هي:

""  ,   \( \_1, \_2, \, \_ \)       ."""
474,<PIL.Image.Image image mode=RGB size=1471x77 at 0x7B405DF88050>,"عن عبد الله بن أبي قتادة عن أبيه أبي قتادة عن النبي صلى الله عليه وسلم قال إني لأقوم في
","""العربية""","عن عبد الله بن أبي قتادة عن أبيه أبي قتادة عن النبي صلى الله عليه وسلم قال إني لأقوم في
","""العربية"""
475,<PIL.Image.Image image mode=RGB size=1353x57 at 0x7B405DF30190>,"اللهم نعم قال أنشدك بالله آلله أمرك أن تأخذ هذه الصدقة من أغنيائنا فتقسمها على فقرائنا
","الْيَوْمِ أَنْتُمْ أَلَّا تَكُونُوا مِنَ الْمُهْدِيِينَ

    :

"",        .""","اللهم نعم قال أنشدك بالله آلله أمرك أن تأخذ هذه الصدقة من أغنيائنا فتقسمها على فقرائنا
","اليوم أنتم ألا تكونوا من المهديين

    :

"",        ."""
476,<PIL.Image.Image image mode=RGB size=1190x75 at 0x7B405DF88390>,"ذئب عن سعيد المقبري عن أبي هريرة قال قلت يا رسول الله إني أسمع منك حديثا كثيرا أنساه
","'       :

""أنتِ ممن حديثكِ أنسدتُ عن سعد الله وحيي في يومٍ ذُلَّتِ يا مسعود اللهُمْ أيُّمَا من حديثكِ أنسدتُ عن سعد الله وحيي في يومٍ ذُلَّتِ يا مسعود اللهُمْ أيُّمَا من حديثكِ أنسدتُ عن سعد الله وحيي في يومٍ ذُلَّتِ يا مسعود اللهُمْ أيُّمَا من حديثكِ أنسدتُ عن سعد الله وحيي في يومٍ ذُلَّتِ يا مسعود اللهُمْ أيُّمَا من حديثكِ أنسدتُ عن سعد الله وحيي في يومٍ ذُلَّتِ يا مسعود اللهُمْ أيُّمَا من حديثكِ أنسدتُ عن سعد الله وحيي في يومٍ ذُلَّتِ يا مسعود اللهُمْ أيُّمَا من حديثكِ أنسدتُ عن سعد الله وحيي في يومٍ ذُلَّتِ يا مسعود اللهُمْ أيُّمَا من حديثكِ أنسدتُ عن سعد الله وحيي في يومٍ ذُلَّتِ يا مسعود اللهُمْ أيُّمَا من حديثكِ أنسدتُ عن سعد الله وحيي في يومٍ ذُلَّتِ يا مسعود اللهُمْ أيُّمَا من حديثكِ أنسدتُ عن سعد الله وحيي في يومٍ ذُلَّتِ يا مسعود اللهُمْ أيُّمَا من حديثكِ أنسدتُ عن سعد الله وحيي في يومٍ ذُلَّتِ يا مسعود اللهُمْ أيُّمَا من حديثكِ أنسدتُ عن سعد الله وحيي في يومٍ ذُلَّتِ يا مسعود اللهُمْ أيُّمَا من حديثكِ أنسدتُ عن سعد الله وحيي في يومٍ ذُلَّتِ يا مسعود اللهُمْ أيُّمَا من حديثكِ أنسدتُ عن سعد الله وحيي في يومٍ ذُلَّتِ يا مسعود اللهُمْ أيُّمَا من حديثكِ أنسدتُ عن سعد الله وحيي في يومٍ ذُلَّتِ يا مسعود اللهُمْ أيُّمَا من حديثكِ أنسدتُ عن سعد الله وحيي في يومٍ ذُلَّتِ يا مسعود اللهُمْ أيُّمَا من حديثكِ أنسدتُ عن سعد الله وحيي في يومٍ ذُلَّتِ يا مسعود اللهُمْ أيُّمَا من حديثكِ أنسدتُ عن سعد الله وحيي في يومٍ ذُلَّتِ يا مسعود اللهُمْ أيُّمَا من حديثكِ أنسدتُ عن سعد الله وحيي في يومٍ ذُلَّتِ يا مسعود اللهُمْ أيُّمَا من حديثكِ أنسدتُ عن سعد الله وحيي في يومٍ ذُلَّتِ يا مسعود اللهُمْ أيُّمَا من حديثكِ أنسدتُ عن سعد الله وحيي في يومٍ ذُلَّتِ يا مسعود اللهُمْ أيُّمَا من حديثكِ أنسدتُ عن سعد الله وحيي في يومٍ ذُلَّتِ يا مسعود اللهُمْ أيُّمَا من حديثكِ أنسدتُ عن سعد الله وحيي في يومٍ ذُلَّتِ يا مسعود اللهُمْ أيُّمَا من حديثكِ أنسدتُ عن سعد الله وحيي في يومٍ ذُلَّتِ يا مسعود اللهُمْ أيُّمَا من حديثكِ أنسدتُ عن سعد الله وحيي في يومٍ ذُلَّتِ يا مسعود اللهُمْ أيُّمَا من حديثكِ أنسدتُ","ذئب عن سعيد المقبري عن أبي هريرة قال قلت يا رسول الله إني أسمع منك حديثا كثيرا أنساه
","'       :

""أنت ممن حديثك أنسدت عن سعد الله وحيي في يوم ذلت يا مسعود اللهم أيما من حديثك أنسدت عن سعد الله وحيي في يوم ذلت يا مسعود اللهم أيما من حديثك أنسدت عن سعد الله وحيي في يوم ذلت يا مسعود اللهم أيما من حديثك أنسدت عن سعد الله وحيي في يوم ذلت يا مسعود اللهم أيما من حديثك أنسدت عن سعد الله وحيي في يوم ذلت يا مسعود اللهم أيما من حديثك أنسدت عن سعد الله وحيي في يوم ذلت يا مسعود اللهم أيما من حديثك أنسدت عن سعد الله وحيي في يوم ذلت يا مسعود اللهم أيما من حديثك أنسدت عن سعد الله وحيي في يوم ذلت يا مسعود اللهم أيما من حديثك أنسدت عن سعد الله وحيي في يوم ذلت يا مسعود اللهم أيما من حديثك أنسدت عن سعد الله وحيي في يوم ذلت يا مسعود اللهم أيما من حديثك أنسدت عن سعد الله وحيي في يوم ذلت يا مسعود اللهم أيما من حديثك أنسدت عن سعد الله وحيي في يوم ذلت يا مسعود اللهم أيما من حديثك أنسدت عن سعد الله وحيي في يوم ذلت يا مسعود اللهم أيما من حديثك أنسدت عن سعد الله وحيي في يوم ذلت يا مسعود اللهم أيما من حديثك أنسدت عن سعد الله وحيي في يوم ذلت يا مسعود اللهم أيما من حديثك أنسدت عن سعد الله وحيي في يوم ذلت يا مسعود اللهم أيما من حديثك أنسدت عن سعد الله وحيي في يوم ذلت يا مسعود اللهم أيما من حديثك أنسدت عن سعد الله وحيي في يوم ذلت يا مسعود اللهم أيما من حديثك أنسدت عن سعد الله وحيي في يوم ذلت يا مسعود اللهم أيما من حديثك أنسدت عن سعد الله وحيي في يوم ذلت يا مسعود اللهم أيما من حديثك أنسدت عن سعد الله وحيي في يوم ذلت يا مسعود اللهم أيما من حديثك أنسدت عن سعد الله وحيي في يوم ذلت يا مسعود اللهم أيما من حديثك أنسدت عن سعد الله وحيي في يوم ذلت يا مسعود اللهم أيما من حديثك أنسدت عن سعد الله وحيي في يوم ذلت يا مسعود اللهم أيما من حديثك أنسدت عن سعد الله وحيي في يوم ذلت يا مسعود اللهم أيما من حديثك أنسدت"
477,<PIL.Image.Image image mode=RGB size=1560x60 at 0x7B405DF73710>,"وقول الله تعالى ويسألونك عن المحيض قل هو أذى إلى قوله ويحب المتطهرين
","""إذا كان  يساوي 2 + 4 - 3 = 0، فإن  =  / 2 و  = 2""

  :

""   2 + 4 - 3 = 0,   =  / 2   = 2""","وقول الله تعالى ويسألونك عن المحيض قل هو أذى إلى قوله ويحب المتطهرين
","""إذا كان  يساوي 2 + 4 - 3 = 0، فإن  =  / 2 و  = 2""

  :

""   2 + 4 - 3 = 0,   =  / 2   = 2"""
478,<PIL.Image.Image image mode=RGB size=1340x103 at 0x7B405DF16110>,"عائشة وهي تصلي فقلت ما شأن الناس فأشارت إلى السماء فإذا الناس قيام فقالت سبحان الله
","'       :

عَذَّبْتُ نَفْسَيَ فَتَلَكَ مَا شَاءَ اللَّهُ وَأَشْمَمَتِ بِي إِنَّا نَحْنُ مِنْ عَذَابِ اللَّهِ سَبِيلٌ","عائشة وهي تصلي فقلت ما شأن الناس فأشارت إلى السماء فإذا الناس قيام فقالت سبحان الله
","'       :

عذبت نفسي فتلك ما شاء الله وأشممت بي إنا نحن من عذاب الله سبيل"
479,<PIL.Image.Image image mode=RGB size=1404x57 at 0x7B405DF176D0>,"أخبرنا مالك بن الحويرث الليثي أنه رأى النبي صلى الله عليه وسلم يصلي فإذا كان في وتر
","""العربية""","أخبرنا مالك بن الحويرث الليثي أنه رأى النبي صلى الله عليه وسلم يصلي فإذا كان في وتر
","""العربية"""
480,<PIL.Image.Image image mode=RGB size=1453x83 at 0x7B405DF73790>,"أخبرني بن أنس أنه سمع جابر بن عبد الله قال كان جذع يقوم إليه النبي صلى الله عليه وسلم
",الكتاب الذي أصدره جامع جدار من جمعية التأريخ الصحي أثناء عدائه وهمه,"أخبرني بن أنس أنه سمع جابر بن عبد الله قال كان جذع يقوم إليه النبي صلى الله عليه وسلم
",الكتاب الذي أصدره جامع جدار من جمعية التأريخ الصحي أثناء عدائه وهمه
481,<PIL.Image.Image image mode=RGB size=1226x77 at 0x7B405DF7F910>,"إيمانا فأما الذين آمنوا فزادتهم إيمانا وقوله جل ذكره فاخشوهم فزادهم إيمانا
","        :

أيضاً، يمكن أن يكون هناك تغيرات في القدرة على التعلم ()، والتي قد تكون محدودة أو غير محددة. إذا كان هناك تغيير في القدرة على التعلم، فإن ذلك قد يؤدي إلى تغيير في القدرة على التعلم () أيضًا.","إيمانا فأما الذين آمنوا فزادتهم إيمانا وقوله جل ذكره فاخشوهم فزادهم إيمانا
","        :

أيضا، يمكن أن يكون هناك تغيرات في القدرة على التعلم ()، والتي قد تكون محدودة أو غير محددة. إذا كان هناك تغيير في القدرة على التعلم، فإن ذلك قد يؤدي إلى تغيير في القدرة على التعلم () أيضا."
482,<PIL.Image.Image image mode=RGB size=929x83 at 0x7B405DF88ED0>,"أمر النبي صلى الله عليه وسلم بذنوب من ماء فأهريق عليه
","        :

أَمْرُ إِنْكِ صَلَى اللَّهُ عَلَيْهِ وَسَلَّمْ يَنْزَعُ مِنْ مَاءِ نَهْرِيْنِ عَلَيْهِ","أمر النبي صلى الله عليه وسلم بذنوب من ماء فأهريق عليه
","        :

أمر إنك صلى الله عليه وسلم ينزع من ماء نهرين عليه"
483,<PIL.Image.Image image mode=RGB size=1408x103 at 0x7B405DF70290>,"الخدري فقال جاءت سحابة فمطرت حتى سأل السقف وكان من جريد النخل فأقيمت الصلاة فرأيت
","'       :

طريقة عمل خبز الدقيق المحمص من مزارع السندنات وكار من جديه اخترنا دفعتنا الصاورة في ريتة","الخدري فقال جاءت سحابة فمطرت حتى سأل السقف وكان من جريد النخل فأقيمت الصلاة فرأيت
","'       :

طريقة عمل خبز الدقيق المحمص من مزارع السندنات وكار من جديه اخترنا دفعتنا الصاورة في ريتة"
484,<PIL.Image.Image image mode=RGB size=1337x103 at 0x7B405DF51090>,"مروا أبا بكر فليصل فصلى وخرج النبي صلى الله عليه وسلم يهادى بين رجلين كأني أنظر إليه
","        :

مَنْ أَحَدٌ يَعْصِمُ عَصْمَيْنَ وَجَعَلَهُ حِجَاجًا إِلَى اللَّهِ عِبَادَتَهُ وَهُوَ أَحَدٌ أَظْهَرٌ إِلَيْهِ

  :

""            ' ,         .""","مروا أبا بكر فليصل فصلى وخرج النبي صلى الله عليه وسلم يهادى بين رجلين كأني أنظر إليه
","        :

من أحد يعصم عصمين وجعله حجاجا إلى الله عبادته وهو أحد أظهر إليه

  :

""            ' ,         ."""
485,<PIL.Image.Image image mode=RGB size=1223x103 at 0x7B405DF40650>,"الحويرث عن النبي صلى الله عليه وسلم قال إذا حضرت الصلاة فأذنا وأقيما ثم ليؤمكما
","        :

لقد رضي الله تعالى عن أبا بكر صديق الله عيسى عليه وسلم وأنذرنا أن حضرت أصلاداً وقيماً لم يكن كنا","الحويرث عن النبي صلى الله عليه وسلم قال إذا حضرت الصلاة فأذنا وأقيما ثم ليؤمكما
","        :

لقد رضي الله تعالى عن أبا بكر صديق الله عيسى عليه وسلم وأنذرنا أن حضرت أصلادا وقيما لم يكن كنا"
486,<PIL.Image.Image image mode=RGB size=1315x83 at 0x7B405DF897D0>,"وقال أبو الدرداء من فقه المرء إقباله على حاجته حتى يقبل على صلاته وقلبه فارغ
","""وَكُنْ أَمَرًا مِّن فَتْحٍ لِمُبَايَةٍ عَلَى حَدِيقَةٍ خَيْرٍ بَيْنَهُ وَأَرْغَمْ عَلَى صَدَارَةٍ وَبَيَانٍ""","وقال أبو الدرداء من فقه المرء إقباله على حاجته حتى يقبل على صلاته وقلبه فارغ
","""وكن أمرا من فتح لمباية على حديقة خير بينه وأرغم على صدارة وبيان"""
487,<PIL.Image.Image image mode=RGB size=1481x57 at 0x7B405DF8EFD0>,"سأله رجل عن اللقطة فقال اعرف وكاءها أو قال وعاءها وعفاصها ثم عرفها سنة ثم استمتع بها
",العربية واللغة العربية هي اللغة الرسمية للدولة، وتعتبر من اللغات القديمة في العالم العربي، وقد تطورت مع توسع الحضارة الإسلامية.,"سأله رجل عن اللقطة فقال اعرف وكاءها أو قال وعاءها وعفاصها ثم عرفها سنة ثم استمتع بها
",العربية واللغة العربية هي اللغة الرسمية للدولة، وتعتبر من اللغات القديمة في العالم العربي، وقد تطورت مع توسع الحضارة الإسلامية.
488,<PIL.Image.Image image mode=RGB size=1522x57 at 0x7B405DF30BD0>,"بن عبد الرحمن أن أبا هريرة قال سمعت رسول الله صلى الله عليه وسلم يقول تفضل صلاة الجميع
",الحُكْمُ على المُدَّةِ وَالْمُدَّةِ على المُدَّةِ وَالْمُدَّةِ على المُدَّةِ وَالْمُدَّةِ على المُدَّةِ وَالْمُدَّةِ على المُدَّةِ وَالْمُدَّةِ على المُدَّةِ وَالْمُدَّةِ على المُدَّةِ وَالْمُدَّةِ على المُدَّةِ وَالْمُدَّةِ على المُدَّةِ وَالْمُدَّةِ على المُدَّةِ وَالْمُدَّةِ على المُدَّةِ وَالْمُدَّةِ على المُدَّةِ وَالْمُدَّةِ على المُدَّةِ وَالْمُدَّةِ على المُدَّةِ وَالْمُدَّةِ على المُدَّةِ وَالْمُدَّةِ على المُدَّةِ وَالْمُدَّةِ على المُدَّةِ وَالْمُدَّةِ على المُدَّةِ وَالْمُدَّةِ على المُدَّةِ وَالْمُدَّةِ على المُدَّةِ وَالْمُدَّةِ على المُدَّةِ وَالْمُدَّةِ على المُدَّةِ وَالْمُدَّةِ على المُدَّةِ وَالْمُدَّةِ على المُدَّةِ وَالْمُدَّةِ على المُدَّةِ وَالْمُدَّةِ على المُدَّةِ وَالْمُدَّةِ على المُدَّةِ وَالْمُدَّةِ على المُدَّةِ وَالْمُدَّةِ على المُدَّةِ وَالْمُدَّةِ على المُدَّةِ وَالْمُدَّةِ على المُدَّةِ وَالْمُدَّةِ على المُدَّةِ وَالْمُدَّةِ على المُدَّةِ وَالْمُدَّةِ على المُدَّةِ وَالْمُدَّةِ على المُدَّةِ وَالْمُدَّةِ على المُدَّةِ وَالْمُدَّةِ على المُدَّةِ وَالْمُدَّةِ على المُدَّةِ وَالْمُدَّةِ على المُدَّةِ وَالْمُدَّةِ على المُدَّةِ وَالْمُدَّةِ على المُدَّةِ وَالْمُدَّةِ على المُدَّةِ وَالْمُدَّةِ على المُدَّةِ وَالْمُدَّةِ على المُدَّةِ وَالْمُدَّةِ على المُدَّةِ وَالْمُدَّةِ على المُدَّةِ وَالْمُدَّةِ على المُدَّةِ وَالْمُدَّةِ على المُدَّةِ وَالْمُدَّةِ على المُدَّةِ وَالْمُدَّةِ على المُدَّةِ وَالْمُدَّةِ على المُدَّةِ وَالْمُدَّةِ على المُدَّةِ وَالْمُدَّةِ على المُدَّةِ وَالْمُدَّةِ على الم,"بن عبد الرحمن أن أبا هريرة قال سمعت رسول الله صلى الله عليه وسلم يقول تفضل صلاة الجميع
",الحكم على المدة والمدة على المدة والمدة على المدة والمدة على المدة والمدة على المدة والمدة على المدة والمدة على المدة والمدة على المدة والمدة على المدة والمدة على المدة والمدة على المدة والمدة على المدة والمدة على المدة والمدة على المدة والمدة على المدة والمدة على المدة والمدة على المدة والمدة على المدة والمدة على المدة والمدة على المدة والمدة على المدة والمدة على المدة والمدة على المدة والمدة على المدة والمدة على المدة والمدة على المدة والمدة على المدة والمدة على المدة والمدة على المدة والمدة على المدة والمدة على المدة والمدة على المدة والمدة على المدة والمدة على المدة والمدة على المدة والمدة على المدة والمدة على المدة والمدة على المدة والمدة على المدة والمدة على المدة والمدة على المدة والمدة على المدة والمدة على المدة والمدة على المدة والمدة على المدة والمدة على المدة والمدة على المدة والمدة على المدة والمدة على المدة والمدة على المدة والمدة على المدة والمدة على المدة والمدة على المدة والمدة على الم
489,<PIL.Image.Image image mode=RGB size=1242x103 at 0x7B409AF41BD0>,"أبي هريرة رضى الله تعالى عنه قال كان النبي صلى الله عليه وسلم يقرأ في الجمعة في صلاة
","'       :

أُخبرتُ أنَّهُ عُيِّنَ في جمعةٍ في صلاةٍ مُرضي، لكنَّهُ تعلَّم عتماً فانكَرَ إِيَّاهُ، وَسَلمَ في نَهارٍ في صلاةٍ مُرضي، لكنَّهُ تعلَّم عتماً فانكَرَ إِيَّاهُ، وَسَلمَ في نَهارٍ في صلاةٍ مُرضي، لكنَّهُ تعلَّم عتماً فانكَرَ إِيَّاهُ، وَسَلمَ في نَهارٍ في صلاةٍ مُرضي، لكنَّهُ تعلَّم عتماً فانكَرَ إِيَّاهُ، وَسَلمَ في نَهارٍ في صلاةٍ مُرضي، لكنَّهُ تعلَّم عتماً فانكَرَ إِيَّاهُ، وَسَلمَ في نَهارٍ في صلاةٍ مُرضي، لكنَّهُ تعلَّم عتماً فانكَرَ إِيَّاهُ، وَسَلمَ في نَهارٍ في صلاةٍ مُرضي، لكنَّهُ تعلَّم عتماً فانكَرَ إِيَّاهُ، وَسَلمَ في نَهارٍ في صلاةٍ مُرضي، لكنَّهُ تعلَّم عتماً فانكَرَ إِيَّاهُ، وَسَلمَ في نَهارٍ في صلاةٍ مُرضي، لكنَّهُ تعلَّم عتماً فانكَرَ إِيَّاهُ، وَسَلمَ في نَهارٍ في صلاةٍ مُرضي، لكنَّهُ تعلَّم عتماً فانكَرَ إِيَّاهُ، وَسَلمَ في نَهارٍ في صلاةٍ مُرضي، لكنَّهُ تعلَّم عتماً فانكَرَ إِيَّاهُ، وَسَلمَ في نَهارٍ في صلاةٍ مُرضي، لكنَّهُ تعلَّم عتماً فانكَرَ إِيَّاهُ، وَسَلمَ في نَهارٍ في صلاةٍ مُرضي، لكنَّهُ تعلَّم عتماً فانكَرَ إِيَّاهُ، وَسَلمَ في نَهارٍ في صلاةٍ مُرضي، لكنَّهُ تعلَّم عتماً فانكَرَ إِيَّاهُ، وَسَلمَ في نَهارٍ في صلاةٍ مُرضي، لكنَّهُ تعلَّم عتماً فانكَرَ إِيَّاهُ، وَسَلمَ في نَهارٍ في صلاةٍ مُرضي، لكنَّهُ تعلَّم عتماً فانكَرَ إِيَّاهُ، وَسَلمَ في نَهارٍ في صلاةٍ مُرضي، لكنَّهُ تعلَّم عتماً فانكَرَ إِيَّاهُ، وَسَلمَ في نَهارٍ في صلاةٍ مُرضي، لكنَّهُ تعلَّم عتماً فانكَرَ إِيَّاهُ، وَسَلمَ في نَهارٍ في صلاةٍ مُرضي، لكنَّهُ تعلَّم عتماً فانكَرَ إِيَّاهُ، وَسَلمَ في نَهارٍ في صلا","أبي هريرة رضى الله تعالى عنه قال كان النبي صلى الله عليه وسلم يقرأ في الجمعة في صلاة
","'       :

أخبرت أنه عين في جمعة في صلاة مرضي، لكنه تعلم عتما فانكر إياه، وسلم في نهار في صلاة مرضي، لكنه تعلم عتما فانكر إياه، وسلم في نهار في صلاة مرضي، لكنه تعلم عتما فانكر إياه، وسلم في نهار في صلاة مرضي، لكنه تعلم عتما فانكر إياه، وسلم في نهار في صلاة مرضي، لكنه تعلم عتما فانكر إياه، وسلم في نهار في صلاة مرضي، لكنه تعلم عتما فانكر إياه، وسلم في نهار في صلاة مرضي، لكنه تعلم عتما فانكر إياه، وسلم في نهار في صلاة مرضي، لكنه تعلم عتما فانكر إياه، وسلم في نهار في صلاة مرضي، لكنه تعلم عتما فانكر إياه، وسلم في نهار في صلاة مرضي، لكنه تعلم عتما فانكر إياه، وسلم في نهار في صلاة مرضي، لكنه تعلم عتما فانكر إياه، وسلم في نهار في صلاة مرضي، لكنه تعلم عتما فانكر إياه، وسلم في نهار في صلاة مرضي، لكنه تعلم عتما فانكر إياه، وسلم في نهار في صلاة مرضي، لكنه تعلم عتما فانكر إياه، وسلم في نهار في صلاة مرضي، لكنه تعلم عتما فانكر إياه، وسلم في نهار في صلاة مرضي، لكنه تعلم عتما فانكر إياه، وسلم في نهار في صلاة مرضي، لكنه تعلم عتما فانكر إياه، وسلم في نهار في صلاة مرضي، لكنه تعلم عتما فانكر إياه، وسلم في نهار في صلاة مرضي، لكنه تعلم عتما فانكر إياه، وسلم في نهار في صلا"
490,<PIL.Image.Image image mode=RGB size=1999x60 at 0x7B405DF60F90>,"غسله قام فصلى ثماني ركعات ملتحفا في ثوب واحد فلما انصرف قلت يا رسول الله زعم بن أمي أنه
","""من يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ يُحبُّ، ومن يُحبُّ ي","غسله قام فصلى ثماني ركعات ملتحفا في ثوب واحد فلما انصرف قلت يا رسول الله زعم بن أمي أنه
","""من يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب يحب، ومن يحب ي"
